,Kernel,C,Gamma,Degree,Estimators,Learning Rate,Confusion Matrix,Confusion Matrix.1,Confusion Matrix
0,rbf,0.1,1,,50,0.5,"[306, 0, 171, 0]","[305, 0, 172, 0]",[611   0 343   0]
