,Gauss,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,1,"[17, 45, 2, 32]",0.5190775681341718,0.4212615781151392,0.9026239067055393,0.5744208356140396
1,0,"[46, 16, 9, 25]",0.7507337526205451,0.629190438841542,0.746938775510204,0.6830203066997413
