,N_Estimators,Max_Depth,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,300,5,"[44, 18, 9, 25]",0.758700209643606,0.643602513885382,0.7370262390670554,0.6871359805937987
1,300,10,"[41, 21, 9, 25]",0.7387840670859539,0.6189335204401021,0.7119533527696793,0.6621753951151628
2,300,15,"[41, 21, 9, 25]",0.7383647798742139,0.6182951571113835,0.7119533527696793,0.6618096509488006
3,500,5,"[44, 18, 9, 25]",0.759538784067086,0.64506853435099,0.7364431486880466,0.6877172139360258
4,500,10,"[41, 21, 9, 25]",0.7379454926624738,0.6172828234707962,0.7137026239067055,0.6619918094662233
5,500,15,"[41, 21, 9, 25]",0.7377358490566037,0.6169708429056511,0.7137026239067055,0.661812852331591
