,N_Estimators,Max_Depth,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,300,5,"[48, 14, 7, 27]","[47, 14, 11, 24]","[43, 18, 8, 27]","[51, 10, 7, 28]","[45, 16, 9, 25]","[51, 10, 10, 24]",[481 130  97 246],[479 132  99 244],[480 131 100 243],[481 130  97 246],[476 135  97 246]
1,300,10,"[47, 15, 12, 22]","[47, 14, 11, 24]","[45, 16, 9, 26]","[50, 11, 6, 29]","[46, 15, 9, 25]","[52, 9, 9, 25]",[483 128 100 243],[478 133  96 247],[479 132 103 240],[477 134 103 240],[475 136  88 255]
2,300,15,"[48, 14, 13, 21]","[50, 11, 21, 14]","[47, 14, 16, 19]","[50, 11, 10, 25]","[50, 11, 12, 22]","[54, 7, 16, 18]",[498 113 147 196],[489 122 126 217],[486 125 132 211],[486 125 140 203],[484 127 128 215]
3,500,5,"[47, 15, 7, 27]","[48, 13, 11, 24]","[43, 18, 8, 27]","[51, 10, 7, 28]","[45, 16, 9, 25]","[51, 10, 10, 24]",[481 130  98 245],[476 135 100 243],[481 130 100 243],[480 131  97 246],[476 135  97 246]
4,500,10,"[47, 15, 11, 23]","[47, 14, 11, 24]","[45, 16, 10, 25]","[51, 10, 6, 29]","[46, 15, 9, 25]","[52, 9, 9, 25]",[483 128  99 244],[476 135  95 248],[478 133 101 242],[478 133 104 239],[474 137  91 252]
5,500,15,"[48, 14, 13, 21]","[50, 11, 20, 15]","[47, 14, 16, 19]","[49, 12, 10, 25]","[49, 12, 12, 22]","[53, 8, 16, 18]",[494 117 146 197],[487 124 124 219],[484 127 133 210],[487 124 143 200],[484 127 126 217]
