,Gauss,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,1,"[39, 23, 18, 16]",0.6090146750524109,0.4679334732978864,0.636734693877551,0.5394232506246426
1,0,"[55, 7, 30, 4]",0.6484276729559749,0.52609360516296,0.2239067055393586,0.3136509111931233
