,Gauss,Estimators,Learning Rate,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,1,50,0.5,"[268, 38, 157, 14]",0.5010482180293501,0.36726546906187624,0.5364431486880467,0.43601895734597157
1,0,50,0.5,"[217, 89, 39, 132]",0.7348008385744235,0.6147959183673469,0.7026239067055393,0.6557823129251701
