,Alpha,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,"[47, 15, 12, 22]",0.7475890985324949,0.6343056413760946,0.7037900874635569,0.667211838567207
1,0.001,"[47, 15, 12, 22]",0.7484276729559749,0.6347616020706974,0.7072886297376094,0.6690463486169292
2,0.01,"[47, 15, 9, 25]",0.7477987421383648,0.6292952543955351,0.726530612244898,0.6744181330201814
