,Alpha,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,"[46, 16, 11, 23]",0.7475890985324948,0.6331436709504594,0.7084548104956269,0.6686843459570733
1,0.001,"[47, 15, 11, 23]",0.7492662473794549,0.6349578129346002,0.7119533527696793,0.6712514736864155
2,0.01,"[46, 16, 8, 26]",0.750104821802935,0.6313585087012643,0.7329446064139941,0.6783629492497435
