,Alpha,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,"[46, 16, 10, 24]","[45, 16, 11, 24]","[43, 18, 8, 27]","[51, 10, 7, 28]","[45, 16, 7, 27]","[50, 11, 10, 24]",[474 137  98 245],[470 141 101 242],[472 139  98 245],[474 137  96 247],[469 142  98 245]
1,0.001,"[46, 16, 10, 24]","[45, 16, 10, 25]","[43, 18, 8, 27]","[51, 10, 7, 28]","[45, 16, 7, 27]","[50, 11, 10, 24]",[472 139  96 247],[469 142 102 241],[473 138  98 245],[475 136  97 246],[468 143  97 246]
2,0.01,"[46, 16, 6, 28]","[43, 18, 10, 25]","[42, 19, 8, 27]","[50, 11, 7, 28]","[43, 18, 4, 30]","[51, 10, 10, 24]",[463 148  89 254],[464 147  94 249],[468 143  93 250],[468 143  92 251],[462 149  92 251]
