,Gauss,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,1,"[16, 46, 2, 32]",0.6513626834381551,0.5107195467464052,0.8198250728862974,0.628807337462444
1,0,"[47, 15, 7, 27]",0.7553459119496856,0.6317590769739758,0.7661807580174927,0.6925019405697204
