,Alpha,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,"[47, 15, 12, 22]","[46, 15, 11, 24]","[44, 17, 8, 27]","[51, 10, 7, 28]","[46, 15, 8, 26]","[50, 11, 10, 24]",[478 133 105 238],[472 139 100 243],[469 142  98 245],[471 140 102 241],[469 142 103 240]
1,0.001,"[47, 15, 12, 22]","[45, 16, 11, 24]","[44, 17, 8, 27]","[51, 10, 7, 28]","[45, 16, 8, 26]","[50, 11, 10, 24]",[475 136 104 239],[473 138  99 244],[469 142  98 245],[470 141  99 244],[470 141 102 241]
2,0.01,"[47, 15, 9, 25]","[44, 17, 11, 24]","[43, 18, 8, 27]","[51, 10, 7, 28]","[42, 19, 7, 27]","[51, 10, 10, 24]",[465 146  97 246],[463 148  94 249],[465 146  95 248],[467 144  90 253],[461 150  93 250]
