,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,linear,0.1,,,50,"[216, 90, 36, 135]",0.740041928721174,0.6178660049627791,0.7259475218658892,0.6675603217158177
1,rbf,0.1,1.0,,50,"[251, 55, 71, 100]",0.7148846960167715,0.6577777777777778,0.4314868804664723,0.5211267605633803
2,poly,0.1,1.0,2.0,50,"[204, 102, 28, 143]",0.7442348008385744,0.6127562642369021,0.7842565597667639,0.6879795396419438
