,Gauss,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,1,"[17, 45, 2, 32]",0.5262054507337527,0.42530705087184106,0.9043731778425655,0.5785296226822089
1,0,"[46, 16, 8, 26]",0.7461215932914046,0.6213901413639957,0.7521865889212828,0.6805463604782483
