,Gauss,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,1,"[14, 48, 2, 32]",0.4786163522012579,0.40129319493479876,0.914868804664723,0.5578694583937035
1,0,"[44, 18, 7, 27]",0.7167714884696016,0.5763449392176263,0.8011661807580175,0.6704065214552533
