,Gauss,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,1,"[37, 25, 10, 24]",0.7073375262054508,0.5664078704590096,0.7959183673469388,0.6617364802150342
1,0,"[43, 19, 7, 27]",0.7526205450733753,0.6286637731577227,0.7620991253644315,0.6889761835301875
