,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[45, 17, 9, 25]"
1,300,10,"[45, 17, 10, 24]"
2,300,15,"[47, 15, 14, 20]"
3,500,5,"[45, 17, 9, 25]"
4,500,10,"[45, 17, 10, 24]"
5,500,15,"[47, 15, 13, 21]"
