,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[44, 17, 7, 27]"
1,300,10,"[44, 17, 7, 27]"
2,300,15,"[44, 17, 7, 27]"
3,500,5,"[44, 17, 7, 27]"
4,500,10,"[44, 17, 7, 27]"
5,500,15,"[44, 17, 7, 27]"
