,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
0,linear,0.1,,,50,"[50, 11, 9, 26]"
1,linear,0.1,,,100,"[50, 11, 9, 26]"
2,linear,0.1,,,150,"[50, 11, 9, 26]"
3,rbf,0.1,1,,50,"[52, 9, 18, 17]"
4,rbf,0.1,1,,100,"[52, 9, 18, 17]"
5,rbf,0.1,1,,150,"[52, 9, 18, 17]"
6,poly,0.1,1,2,50,"[49, 12, 9, 26]"
7,poly,0.1,1,2,100,"[50, 11, 9, 26]"
8,poly,0.1,1,2,150,"[50, 11, 9, 26]"
9,poly,0.1,1,3,50,"[52, 9, 10, 25]"
10,poly,0.1,1,3,100,"[52, 9, 10, 25]"
11,poly,0.1,1,3,150,"[52, 9, 10, 25]"
12,rbf,0.1,10.0,,50,"[53, 8, 20, 15]"
13,rbf,0.1,10.0,,100,"[53, 8, 20, 15]"
14,rbf,0.1,10.0,,150,"[53, 8, 20, 15]"
15,poly,0.1,10.0,2,50,"[52, 9, 11, 24]"
16,poly,0.1,10.0,2,100,"[51, 10, 10, 25]"
17,poly,0.1,10.0,2,150,"[51, 10, 10, 25]"
18,poly,0.1,10.0,3,50,"[51, 10, 11, 24]"
19,poly,0.1,10.0,3,100,"[51, 10, 11, 24]"
20,poly,0.1,10.0,3,150,"[51, 10, 11, 24]"
21,linear,1.0,,,50,"[50, 11, 10, 25]"
22,linear,1.0,,,100,"[50, 11, 10, 25]"
23,linear,1.0,,,150,"[50, 11, 10, 25]"
24,rbf,1.0,1,,50,"[51, 10, 12, 23]"
25,rbf,1.0,1,,100,"[52, 9, 12, 23]"
26,rbf,1.0,1,,150,"[51, 10, 12, 23]"
27,poly,1.0,1,2,50,"[51, 10, 9, 26]"
28,poly,1.0,1,2,100,"[51, 10, 9, 26]"
29,poly,1.0,1,2,150,"[51, 10, 9, 26]"
30,poly,1.0,1,3,50,"[51, 10, 11, 24]"
31,poly,1.0,1,3,100,"[51, 10, 11, 24]"
32,poly,1.0,1,3,150,"[51, 10, 11, 24]"
33,rbf,1.0,10.0,,50,"[51, 10, 12, 23]"
34,rbf,1.0,10.0,,100,"[51, 10, 12, 23]"
35,rbf,1.0,10.0,,150,"[51, 10, 12, 23]"
36,poly,1.0,10.0,2,50,"[51, 10, 11, 24]"
37,poly,1.0,10.0,2,100,"[51, 10, 11, 24]"
38,poly,1.0,10.0,2,150,"[51, 10, 11, 24]"
39,poly,1.0,10.0,3,50,"[51, 10, 11, 24]"
40,poly,1.0,10.0,3,100,"[51, 10, 11, 24]"
41,poly,1.0,10.0,3,150,"[51, 10, 11, 24]"
42,linear,10.0,,,50,"[50, 11, 10, 25]"
43,linear,10.0,,,100,"[50, 11, 10, 25]"
44,linear,10.0,,,150,"[50, 11, 10, 25]"
45,rbf,10.0,1,,50,"[51, 10, 11, 24]"
46,rbf,10.0,1,,100,"[51, 10, 11, 24]"
47,rbf,10.0,1,,150,"[51, 10, 11, 24]"
48,poly,10.0,1,2,50,"[52, 9, 11, 24]"
49,poly,10.0,1,2,100,"[51, 10, 10, 25]"
50,poly,10.0,1,2,150,"[51, 10, 10, 25]"
51,poly,10.0,1,3,50,"[51, 10, 11, 24]"
52,poly,10.0,1,3,100,"[51, 10, 11, 24]"
53,poly,10.0,1,3,150,"[51, 10, 11, 24]"
54,rbf,10.0,10.0,,50,"[51, 10, 12, 23]"
55,rbf,10.0,10.0,,100,"[51, 10, 12, 23]"
56,rbf,10.0,10.0,,150,"[51, 10, 12, 23]"
57,poly,10.0,10.0,2,50,"[49, 12, 8, 27]"
58,poly,10.0,10.0,2,100,"[50, 11, 9, 26]"
59,poly,10.0,10.0,2,150,"[50, 11, 9, 26]"
60,poly,10.0,10.0,3,50,"[51, 10, 11, 24]"
61,poly,10.0,10.0,3,100,"[51, 10, 11, 24]"
62,poly,10.0,10.0,3,150,"[51, 10, 11, 24]"
63,linear,100.0,,,50,"[50, 11, 10, 25]"
64,linear,100.0,,,100,"[50, 11, 10, 25]"
65,linear,100.0,,,150,"[50, 11, 10, 25]"
66,rbf,100.0,1,,50,"[51, 10, 11, 24]"
67,rbf,100.0,1,,100,"[51, 10, 11, 24]"
68,rbf,100.0,1,,150,"[51, 10, 11, 24]"
69,poly,100.0,1,2,50,"[51, 10, 11, 24]"
70,poly,100.0,1,2,100,"[51, 10, 11, 24]"
71,poly,100.0,1,2,150,"[51, 10, 11, 24]"
72,poly,100.0,1,3,50,"[51, 10, 11, 24]"
73,poly,100.0,1,3,100,"[51, 10, 11, 24]"
74,poly,100.0,1,3,150,"[51, 10, 11, 24]"
75,rbf,100.0,10.0,,50,"[51, 10, 12, 23]"
76,rbf,100.0,10.0,,100,"[51, 10, 12, 23]"
77,rbf,100.0,10.0,,150,"[51, 10, 12, 23]"
78,poly,100.0,10.0,2,50,"[50, 11, 8, 27]"
79,poly,100.0,10.0,2,100,"[50, 11, 9, 26]"
80,poly,100.0,10.0,2,150,"[50, 11, 9, 26]"
81,poly,100.0,10.0,3,50,"[51, 10, 11, 24]"
82,poly,100.0,10.0,3,100,"[51, 10, 11, 24]"
83,poly,100.0,10.0,3,150,"[51, 10, 11, 24]"
84,linear,1000.0,,,50,"[50, 11, 14, 21]"
85,linear,1000.0,,,100,"[50, 11, 15, 20]"
86,linear,1000.0,,,150,"[50, 11, 14, 21]"
87,rbf,1000.0,1,,50,"[51, 10, 11, 24]"
88,rbf,1000.0,1,,100,"[51, 10, 11, 24]"
89,rbf,1000.0,1,,150,"[51, 10, 11, 24]"
90,poly,1000.0,1,2,50,"[48, 13, 8, 27]"
91,poly,1000.0,1,2,100,"[50, 11, 9, 26]"
92,poly,1000.0,1,2,150,"[50, 11, 9, 26]"
93,poly,1000.0,1,3,50,"[51, 10, 11, 24]"
94,poly,1000.0,1,3,100,"[51, 10, 11, 24]"
95,poly,1000.0,1,3,150,"[51, 10, 11, 24]"
96,rbf,1000.0,10.0,,50,"[51, 10, 12, 23]"
97,rbf,1000.0,10.0,,100,"[51, 10, 12, 23]"
98,rbf,1000.0,10.0,,150,"[51, 10, 12, 23]"
99,poly,1000.0,10.0,2,50,"[49, 12, 8, 27]"
100,poly,1000.0,10.0,2,100,"[50, 11, 9, 26]"
101,poly,1000.0,10.0,2,150,"[49, 12, 8, 27]"
102,poly,1000.0,10.0,3,50,"[51, 10, 11, 24]"
103,poly,1000.0,10.0,3,100,"[51, 10, 11, 24]"
104,poly,1000.0,10.0,3,150,"[51, 10, 11, 24]"
