,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[53, 8, 13, 22]"
1,300,10,"[52, 9, 12, 23]"
2,300,15,"[52, 9, 12, 23]"
3,500,5,"[53, 8, 14, 21]"
4,500,10,"[52, 9, 12, 23]"
5,500,15,"[52, 9, 12, 23]"
