,Alpha,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,"[40, 22, 7, 27]","[34, 27, 8, 27]","[48, 13, 7, 28]","[41, 20, 8, 27]","[44, 17, 3, 31]","[43, 18, 7, 27]","[40, 21, 4, 30]","[38, 23, 8, 26]","[42, 19, 12, 22]","[35, 26, 6, 28]"
1,0.001,"[40, 22, 7, 27]","[34, 27, 8, 27]","[48, 13, 7, 28]","[41, 20, 8, 27]","[43, 18, 3, 31]","[43, 18, 7, 27]","[40, 21, 4, 30]","[38, 23, 8, 26]","[42, 19, 12, 22]","[35, 26, 6, 28]"
2,0.01,"[38, 24, 7, 27]","[33, 28, 8, 27]","[48, 13, 6, 29]","[41, 20, 8, 27]","[43, 18, 3, 31]","[40, 21, 5, 29]","[40, 21, 4, 30]","[37, 24, 7, 27]","[42, 19, 7, 27]","[34, 27, 5, 29]"
