,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
0,linear,0.1,,,50,"[49, 12, 12, 23]"
1,linear,0.1,,,100,"[49, 12, 12, 23]"
2,linear,0.1,,,150,"[49, 12, 12, 23]"
3,rbf,0.1,1,,50,"[54, 7, 22, 13]"
4,rbf,0.1,1,,100,"[54, 7, 22, 13]"
5,rbf,0.1,1,,150,"[54, 7, 22, 13]"
6,poly,0.1,1,2,50,"[50, 11, 12, 23]"
7,poly,0.1,1,2,100,"[50, 11, 12, 23]"
8,poly,0.1,1,2,150,"[50, 11, 12, 23]"
9,poly,0.1,1,3,50,"[50, 11, 15, 20]"
10,poly,0.1,1,3,100,"[50, 11, 16, 19]"
11,poly,0.1,1,3,150,"[50, 11, 16, 19]"
12,rbf,0.1,10.0,,50,"[59, 2, 31, 4]"
13,rbf,0.1,10.0,,100,"[59, 2, 31, 4]"
14,rbf,0.1,10.0,,150,"[59, 2, 31, 4]"
15,poly,0.1,10.0,2,50,"[50, 11, 17, 18]"
16,poly,0.1,10.0,2,100,"[49, 12, 17, 18]"
17,poly,0.1,10.0,2,150,"[49, 12, 17, 18]"
18,poly,0.1,10.0,3,50,"[46, 15, 15, 20]"
19,poly,0.1,10.0,3,100,"[46, 15, 15, 20]"
20,poly,0.1,10.0,3,150,"[47, 14, 15, 20]"
21,linear,1.0,,,50,"[49, 12, 12, 23]"
22,linear,1.0,,,100,"[49, 12, 12, 23]"
23,linear,1.0,,,150,"[49, 12, 12, 23]"
24,rbf,1.0,1,,50,"[50, 11, 15, 20]"
25,rbf,1.0,1,,100,"[51, 10, 15, 20]"
26,rbf,1.0,1,,150,"[51, 10, 16, 19]"
27,poly,1.0,1,2,50,"[51, 10, 16, 19]"
28,poly,1.0,1,2,100,"[51, 10, 16, 19]"
29,poly,1.0,1,2,150,"[51, 10, 16, 19]"
30,poly,1.0,1,3,50,"[48, 13, 16, 19]"
31,poly,1.0,1,3,100,"[48, 13, 15, 20]"
32,poly,1.0,1,3,150,"[48, 13, 15, 20]"
33,rbf,1.0,10.0,,50,"[53, 8, 19, 16]"
34,rbf,1.0,10.0,,100,"[53, 8, 19, 16]"
35,rbf,1.0,10.0,,150,"[53, 8, 19, 16]"
36,poly,1.0,10.0,2,50,"[50, 11, 14, 21]"
37,poly,1.0,10.0,2,100,"[51, 10, 14, 21]"
38,poly,1.0,10.0,2,150,"[51, 10, 14, 21]"
39,poly,1.0,10.0,3,50,"[47, 14, 15, 20]"
40,poly,1.0,10.0,3,100,"[47, 14, 15, 20]"
41,poly,1.0,10.0,3,150,"[47, 14, 15, 20]"
42,linear,10.0,,,50,"[49, 12, 12, 23]"
43,linear,10.0,,,100,"[49, 12, 12, 23]"
44,linear,10.0,,,150,"[49, 12, 12, 23]"
45,rbf,10.0,1,,50,"[50, 11, 15, 20]"
46,rbf,10.0,1,,100,"[50, 11, 15, 20]"
47,rbf,10.0,1,,150,"[50, 11, 15, 20]"
48,poly,10.0,1,2,50,"[50, 11, 17, 18]"
49,poly,10.0,1,2,100,"[49, 12, 17, 18]"
50,poly,10.0,1,2,150,"[49, 12, 17, 18]"
51,poly,10.0,1,3,50,"[47, 14, 15, 20]"
52,poly,10.0,1,3,100,"[46, 15, 15, 20]"
53,poly,10.0,1,3,150,"[47, 14, 15, 20]"
54,rbf,10.0,10.0,,50,"[53, 8, 19, 16]"
55,rbf,10.0,10.0,,100,"[53, 8, 19, 16]"
56,rbf,10.0,10.0,,150,"[53, 8, 19, 16]"
57,poly,10.0,10.0,2,50,"[50, 11, 12, 23]"
58,poly,10.0,10.0,2,100,"[50, 11, 14, 21]"
59,poly,10.0,10.0,2,150,"[50, 11, 13, 22]"
60,poly,10.0,10.0,3,50,"[46, 15, 15, 20]"
61,poly,10.0,10.0,3,100,"[46, 15, 15, 20]"
62,poly,10.0,10.0,3,150,"[47, 14, 15, 20]"
63,linear,100.0,,,50,"[49, 12, 12, 23]"
64,linear,100.0,,,100,"[49, 12, 12, 23]"
65,linear,100.0,,,150,"[49, 12, 12, 23]"
66,rbf,100.0,1,,50,"[50, 11, 15, 20]"
67,rbf,100.0,1,,100,"[50, 11, 15, 20]"
68,rbf,100.0,1,,150,"[50, 11, 15, 20]"
69,poly,100.0,1,2,50,"[51, 10, 14, 21]"
70,poly,100.0,1,2,100,"[51, 10, 14, 21]"
71,poly,100.0,1,2,150,"[51, 10, 14, 21]"
72,poly,100.0,1,3,50,"[47, 14, 15, 20]"
73,poly,100.0,1,3,100,"[47, 14, 15, 20]"
74,poly,100.0,1,3,150,"[47, 14, 15, 20]"
75,rbf,100.0,10.0,,50,"[53, 8, 19, 16]"
76,rbf,100.0,10.0,,100,"[53, 8, 19, 16]"
77,rbf,100.0,10.0,,150,"[53, 8, 19, 16]"
78,poly,100.0,10.0,2,50,"[50, 11, 14, 21]"
79,poly,100.0,10.0,2,100,"[50, 11, 13, 22]"
80,poly,100.0,10.0,2,150,"[50, 11, 13, 22]"
81,poly,100.0,10.0,3,50,"[47, 14, 14, 21]"
82,poly,100.0,10.0,3,100,"[47, 14, 15, 20]"
83,poly,100.0,10.0,3,150,"[47, 14, 15, 20]"
84,linear,1000.0,,,50,"[50, 11, 14, 21]"
85,linear,1000.0,,,100,"[50, 11, 13, 22]"
86,linear,1000.0,,,150,"[50, 11, 12, 23]"
87,rbf,1000.0,1,,50,"[50, 11, 15, 20]"
88,rbf,1000.0,1,,100,"[50, 11, 15, 20]"
89,rbf,1000.0,1,,150,"[50, 11, 15, 20]"
90,poly,1000.0,1,2,50,"[50, 11, 12, 23]"
91,poly,1000.0,1,2,100,"[50, 11, 13, 22]"
92,poly,1000.0,1,2,150,"[50, 11, 13, 22]"
93,poly,1000.0,1,3,50,"[46, 15, 15, 20]"
94,poly,1000.0,1,3,100,"[46, 15, 15, 20]"
95,poly,1000.0,1,3,150,"[47, 14, 15, 20]"
96,rbf,1000.0,10.0,,50,"[53, 8, 19, 16]"
97,rbf,1000.0,10.0,,100,"[53, 8, 19, 16]"
98,rbf,1000.0,10.0,,150,"[53, 8, 19, 16]"
99,poly,1000.0,10.0,2,50,"[50, 11, 15, 20]"
100,poly,1000.0,10.0,2,100,"[50, 11, 15, 20]"
101,poly,1000.0,10.0,2,150,"[50, 11, 14, 21]"
102,poly,1000.0,10.0,3,50,"[47, 14, 15, 20]"
103,poly,1000.0,10.0,3,100,"[47, 14, 15, 20]"
104,poly,1000.0,10.0,3,150,"[47, 14, 15, 20]"
