,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[48, 13, 8, 26]"
1,300,10,"[47, 14, 9, 25]"
2,300,15,"[47, 14, 10, 24]"
3,500,5,"[48, 13, 8, 26]"
4,500,10,"[47, 14, 9, 25]"
5,500,15,"[47, 14, 10, 24]"
