,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[49, 12, 8, 26]"
1,300,10,"[49, 12, 7, 27]"
2,300,15,"[50, 11, 13, 21]"
3,500,5,"[49, 12, 9, 25]"
4,500,10,"[49, 12, 7, 27]"
5,500,15,"[49, 12, 12, 22]"
