,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
72,poly,100.0,1,3,50,"[50, 11, 12, 22]"
73,poly,100.0,1,3,100,"[50, 11, 12, 22]"
74,poly,100.0,1,3,150,"[50, 11, 12, 22]"
75,rbf,100.0,10.0,,50,"[50, 11, 12, 22]"
76,rbf,100.0,10.0,,100,"[50, 11, 12, 22]"
77,rbf,100.0,10.0,,150,"[50, 11, 12, 22]"
78,poly,100.0,10.0,2,50,"[49, 12, 14, 20]"
79,poly,100.0,10.0,2,100,"[49, 12, 13, 21]"
80,poly,100.0,10.0,2,150,"[49, 12, 13, 21]"
81,poly,100.0,10.0,3,50,"[50, 11, 12, 22]"
82,poly,100.0,10.0,3,100,"[50, 11, 12, 22]"
83,poly,100.0,10.0,3,150,"[50, 11, 12, 22]"
84,linear,1000.0,,,50,"[49, 12, 17, 17]"
85,linear,1000.0,,,100,"[49, 12, 14, 20]"
86,linear,1000.0,,,150,"[49, 12, 14, 20]"
87,rbf,1000.0,1,,50,"[50, 11, 12, 22]"
88,rbf,1000.0,1,,100,"[50, 11, 12, 22]"
89,rbf,1000.0,1,,150,"[50, 11, 12, 22]"
90,poly,1000.0,1,2,50,"[49, 12, 14, 20]"
91,poly,1000.0,1,2,100,"[49, 12, 13, 21]"
92,poly,1000.0,1,2,150,"[49, 12, 13, 21]"
93,poly,1000.0,1,3,50,"[50, 11, 12, 22]"
94,poly,1000.0,1,3,100,"[50, 11, 12, 22]"
95,poly,1000.0,1,3,150,"[50, 11, 12, 22]"
96,rbf,1000.0,10.0,,50,"[50, 11, 12, 22]"
97,rbf,1000.0,10.0,,100,"[50, 11, 12, 22]"
98,rbf,1000.0,10.0,,150,"[50, 11, 12, 22]"
99,poly,1000.0,10.0,2,50,"[50, 11, 14, 20]"
100,poly,1000.0,10.0,2,100,"[49, 12, 13, 21]"
101,poly,1000.0,10.0,2,150,"[49, 12, 13, 21]"
102,poly,1000.0,10.0,3,50,"[50, 11, 12, 22]"
103,poly,1000.0,10.0,3,100,"[50, 11, 12, 22]"
104,poly,1000.0,10.0,3,150,"[50, 11, 12, 22]"
