,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
0,linear,0.1,,,50,"[50, 11, 12, 22]"
1,linear,0.1,,,100,"[49, 12, 12, 22]"
2,linear,0.1,,,150,"[49, 12, 12, 22]"
3,rbf,0.1,1,,50,"[51, 10, 19, 15]"
4,rbf,0.1,1,,100,"[52, 9, 18, 16]"
5,rbf,0.1,1,,150,"[52, 9, 18, 16]"
6,poly,0.1,1,2,50,"[50, 11, 11, 23]"
7,poly,0.1,1,2,100,"[50, 11, 11, 23]"
8,poly,0.1,1,2,150,"[50, 11, 11, 23]"
9,poly,0.1,1,3,50,"[51, 10, 13, 21]"
10,poly,0.1,1,3,100,"[51, 10, 13, 21]"
11,poly,0.1,1,3,150,"[51, 10, 12, 22]"
12,rbf,0.1,10.0,,50,"[52, 9, 23, 11]"
13,rbf,0.1,10.0,,100,"[53, 8, 25, 9]"
14,rbf,0.1,10.0,,150,"[52, 9, 23, 11]"
15,poly,0.1,10.0,2,50,"[51, 10, 14, 20]"
16,poly,0.1,10.0,2,100,"[51, 10, 13, 21]"
17,poly,0.1,10.0,2,150,"[51, 10, 13, 21]"
18,poly,0.1,10.0,3,50,"[50, 11, 12, 22]"
19,poly,0.1,10.0,3,100,"[50, 11, 12, 22]"
20,poly,0.1,10.0,3,150,"[50, 11, 12, 22]"
21,linear,1.0,,,50,"[49, 12, 12, 22]"
22,linear,1.0,,,100,"[49, 12, 12, 22]"
23,linear,1.0,,,150,"[49, 12, 12, 22]"
24,rbf,1.0,1,,50,"[51, 10, 13, 21]"
25,rbf,1.0,1,,100,"[51, 10, 13, 21]"
26,rbf,1.0,1,,150,"[51, 10, 13, 21]"
27,poly,1.0,1,2,50,"[51, 10, 14, 20]"
28,poly,1.0,1,2,100,"[51, 10, 13, 21]"
29,poly,1.0,1,2,150,"[51, 10, 13, 21]"
30,poly,1.0,1,3,50,"[50, 11, 12, 22]"
31,poly,1.0,1,3,100,"[50, 11, 12, 22]"
32,poly,1.0,1,3,150,"[50, 11, 12, 22]"
33,rbf,1.0,10.0,,50,"[50, 11, 12, 22]"
34,rbf,1.0,10.0,,100,"[50, 11, 12, 22]"
35,rbf,1.0,10.0,,150,"[50, 11, 12, 22]"
36,poly,1.0,10.0,2,50,"[51, 10, 14, 20]"
37,poly,1.0,10.0,2,100,"[51, 10, 13, 21]"
38,poly,1.0,10.0,2,150,"[51, 10, 13, 21]"
39,poly,1.0,10.0,3,50,"[50, 11, 12, 22]"
40,poly,1.0,10.0,3,100,"[50, 11, 12, 22]"
41,poly,1.0,10.0,3,150,"[50, 11, 12, 22]"
42,linear,10.0,,,50,"[49, 12, 12, 22]"
43,linear,10.0,,,100,"[49, 12, 12, 22]"
44,linear,10.0,,,150,"[49, 12, 12, 22]"
45,rbf,10.0,1,,50,"[50, 11, 12, 22]"
46,rbf,10.0,1,,100,"[50, 11, 12, 22]"
47,rbf,10.0,1,,150,"[50, 11, 12, 22]"
48,poly,10.0,1,2,50,"[51, 10, 14, 20]"
49,poly,10.0,1,2,100,"[51, 10, 13, 21]"
50,poly,10.0,1,2,150,"[51, 10, 13, 21]"
51,poly,10.0,1,3,50,"[50, 11, 12, 22]"
52,poly,10.0,1,3,100,"[50, 11, 12, 22]"
53,poly,10.0,1,3,150,"[50, 11, 12, 22]"
54,rbf,10.0,10.0,,50,"[50, 11, 12, 22]"
55,rbf,10.0,10.0,,100,"[50, 11, 12, 22]"
56,rbf,10.0,10.0,,150,"[50, 11, 12, 22]"
57,poly,10.0,10.0,2,50,"[50, 11, 14, 20]"
58,poly,10.0,10.0,2,100,"[49, 12, 13, 21]"
59,poly,10.0,10.0,2,150,"[49, 12, 13, 21]"
60,poly,10.0,10.0,3,50,"[50, 11, 12, 22]"
61,poly,10.0,10.0,3,100,"[50, 11, 12, 22]"
62,poly,10.0,10.0,3,150,"[50, 11, 12, 22]"
63,linear,100.0,,,50,"[49, 12, 12, 22]"
64,linear,100.0,,,100,"[49, 12, 12, 22]"
65,linear,100.0,,,150,"[49, 12, 12, 22]"
66,rbf,100.0,1,,50,"[50, 11, 12, 22]"
67,rbf,100.0,1,,100,"[50, 11, 12, 22]"
68,rbf,100.0,1,,150,"[50, 11, 12, 22]"
69,poly,100.0,1,2,50,"[51, 10, 13, 21]"
70,poly,100.0,1,2,100,"[51, 10, 13, 21]"
71,poly,100.0,1,2,150,"[51, 10, 13, 21]"
