,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[47, 14, 14, 20]"
1,300,10,"[45, 16, 12, 22]"
2,300,15,"[45, 16, 12, 22]"
3,500,5,"[47, 14, 14, 20]"
4,500,10,"[45, 16, 12, 22]"
5,500,15,"[45, 16, 12, 22]"
