,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
51,poly,10.0,1,3,50,"[45, 17, 7, 27]"
52,poly,10.0,1,3,100,"[45, 17, 7, 27]"
53,poly,10.0,1,3,150,"[44, 18, 7, 27]"
54,rbf,10.0,10.0,,50,"[48, 14, 9, 25]"
55,rbf,10.0,10.0,,100,"[48, 14, 9, 25]"
56,rbf,10.0,10.0,,150,"[48, 14, 9, 25]"
57,poly,10.0,10.0,2,50,"[47, 15, 7, 27]"
58,poly,10.0,10.0,2,100,"[48, 14, 5, 29]"
59,poly,10.0,10.0,2,150,"[48, 14, 5, 29]"
60,poly,10.0,10.0,3,50,"[45, 17, 7, 27]"
61,poly,10.0,10.0,3,100,"[45, 17, 7, 27]"
62,poly,10.0,10.0,3,150,"[44, 18, 7, 27]"
63,linear,100.0,,,50,"[49, 13, 7, 27]"
64,linear,100.0,,,100,"[49, 13, 7, 27]"
65,linear,100.0,,,150,"[49, 13, 7, 27]"
66,rbf,100.0,1,,50,"[47, 15, 7, 27]"
67,rbf,100.0,1,,100,"[47, 15, 7, 27]"
68,rbf,100.0,1,,150,"[46, 16, 8, 26]"
69,poly,100.0,1,2,50,"[47, 15, 7, 27]"
70,poly,100.0,1,2,100,"[47, 15, 7, 27]"
71,poly,100.0,1,2,150,"[47, 15, 7, 27]"
72,poly,100.0,1,3,50,"[45, 17, 7, 27]"
73,poly,100.0,1,3,100,"[45, 17, 7, 27]"
74,poly,100.0,1,3,150,"[44, 18, 7, 27]"
75,rbf,100.0,10.0,,50,"[48, 14, 9, 25]"
76,rbf,100.0,10.0,,100,"[48, 14, 9, 25]"
77,rbf,100.0,10.0,,150,"[48, 14, 9, 25]"
78,poly,100.0,10.0,2,50,"[48, 14, 7, 27]"
79,poly,100.0,10.0,2,100,"[47, 15, 5, 29]"
80,poly,100.0,10.0,2,150,"[48, 14, 5, 29]"
81,poly,100.0,10.0,3,50,"[45, 17, 7, 27]"
82,poly,100.0,10.0,3,100,"[45, 17, 7, 27]"
83,poly,100.0,10.0,3,150,"[44, 18, 7, 27]"
84,linear,1000.0,,,50,"[52, 10, 10, 24]"
85,linear,1000.0,,,100,"[52, 10, 12, 22]"
86,linear,1000.0,,,150,"[52, 10, 10, 24]"
87,rbf,1000.0,1,,50,"[47, 15, 7, 27]"
88,rbf,1000.0,1,,100,"[47, 15, 7, 27]"
89,rbf,1000.0,1,,150,"[46, 16, 8, 26]"
90,poly,1000.0,1,2,50,"[47, 15, 7, 27]"
91,poly,1000.0,1,2,100,"[47, 15, 5, 29]"
92,poly,1000.0,1,2,150,"[47, 15, 7, 27]"
93,poly,1000.0,1,3,50,"[45, 17, 7, 27]"
94,poly,1000.0,1,3,100,"[45, 17, 7, 27]"
95,poly,1000.0,1,3,150,"[44, 18, 7, 27]"
96,rbf,1000.0,10.0,,50,"[48, 14, 9, 25]"
97,rbf,1000.0,10.0,,100,"[48, 14, 9, 25]"
98,rbf,1000.0,10.0,,150,"[48, 14, 9, 25]"
99,poly,1000.0,10.0,2,50,"[48, 14, 7, 27]"
100,poly,1000.0,10.0,2,100,"[48, 14, 5, 29]"
101,poly,1000.0,10.0,2,150,"[47, 15, 5, 29]"
102,poly,1000.0,10.0,3,50,"[45, 17, 7, 27]"
103,poly,1000.0,10.0,3,100,"[45, 17, 7, 27]"
104,poly,1000.0,10.0,3,150,"[44, 18, 7, 27]"
