,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
0,linear,0.1,,,50,"[49, 13, 7, 27]"
1,linear,0.1,,,100,"[49, 13, 7, 27]"
2,linear,0.1,,,150,"[49, 13, 7, 27]"
3,rbf,0.1,1,,50,"[52, 10, 9, 25]"
4,rbf,0.1,1,,100,"[52, 10, 9, 25]"
5,rbf,0.1,1,,150,"[52, 10, 9, 25]"
6,poly,0.1,1,2,50,"[48, 14, 7, 27]"
7,poly,0.1,1,2,100,"[48, 14, 7, 27]"
8,poly,0.1,1,2,150,"[48, 14, 7, 27]"
9,poly,0.1,1,3,50,"[49, 13, 7, 27]"
10,poly,0.1,1,3,100,"[49, 13, 7, 27]"
11,poly,0.1,1,3,150,"[49, 13, 7, 27]"
12,rbf,0.1,10.0,,50,"[56, 6, 21, 13]"
13,rbf,0.1,10.0,,100,"[57, 5, 23, 11]"
14,rbf,0.1,10.0,,150,"[57, 5, 23, 11]"
15,poly,0.1,10.0,2,50,"[49, 13, 7, 27]"
16,poly,0.1,10.0,2,100,"[49, 13, 7, 27]"
17,poly,0.1,10.0,2,150,"[48, 14, 7, 27]"
18,poly,0.1,10.0,3,50,"[45, 17, 7, 27]"
19,poly,0.1,10.0,3,100,"[45, 17, 7, 27]"
20,poly,0.1,10.0,3,150,"[44, 18, 7, 27]"
21,linear,1.0,,,50,"[49, 13, 7, 27]"
22,linear,1.0,,,100,"[49, 13, 7, 27]"
23,linear,1.0,,,150,"[49, 13, 7, 27]"
24,rbf,1.0,1,,50,"[49, 13, 8, 26]"
25,rbf,1.0,1,,100,"[49, 13, 8, 26]"
26,rbf,1.0,1,,150,"[48, 14, 8, 26]"
27,poly,1.0,1,2,50,"[50, 12, 7, 27]"
28,poly,1.0,1,2,100,"[49, 13, 7, 27]"
29,poly,1.0,1,2,150,"[49, 13, 7, 27]"
30,poly,1.0,1,3,50,"[48, 14, 7, 27]"
31,poly,1.0,1,3,100,"[48, 14, 7, 27]"
32,poly,1.0,1,3,150,"[47, 15, 7, 27]"
33,rbf,1.0,10.0,,50,"[48, 14, 9, 25]"
34,rbf,1.0,10.0,,100,"[48, 14, 9, 25]"
35,rbf,1.0,10.0,,150,"[48, 14, 9, 25]"
36,poly,1.0,10.0,2,50,"[49, 13, 7, 27]"
37,poly,1.0,10.0,2,100,"[47, 15, 7, 27]"
38,poly,1.0,10.0,2,150,"[47, 15, 7, 27]"
39,poly,1.0,10.0,3,50,"[45, 17, 7, 27]"
40,poly,1.0,10.0,3,100,"[45, 17, 7, 27]"
41,poly,1.0,10.0,3,150,"[44, 18, 7, 27]"
42,linear,10.0,,,50,"[49, 13, 7, 27]"
43,linear,10.0,,,100,"[49, 13, 7, 27]"
44,linear,10.0,,,150,"[49, 13, 7, 27]"
45,rbf,10.0,1,,50,"[47, 15, 7, 27]"
46,rbf,10.0,1,,100,"[47, 15, 7, 27]"
47,rbf,10.0,1,,150,"[46, 16, 8, 26]"
48,poly,10.0,1,2,50,"[49, 13, 7, 27]"
49,poly,10.0,1,2,100,"[49, 13, 7, 27]"
50,poly,10.0,1,2,150,"[48, 14, 7, 27]"
