,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
0,linear,0.1,,,50,"[39, 22, 7, 27]"
1,linear,0.1,,,100,"[39, 22, 7, 27]"
2,linear,0.1,,,150,"[39, 22, 7, 27]"
3,rbf,0.1,1,,50,"[42, 19, 15, 19]"
4,rbf,0.1,1,,100,"[42, 19, 15, 19]"
5,rbf,0.1,1,,150,"[42, 19, 15, 19]"
6,poly,0.1,1,2,50,"[39, 22, 10, 24]"
7,poly,0.1,1,2,100,"[39, 22, 10, 24]"
8,poly,0.1,1,2,150,"[39, 22, 10, 24]"
9,poly,0.1,1,3,50,"[40, 21, 11, 23]"
10,poly,0.1,1,3,100,"[39, 22, 11, 23]"
11,poly,0.1,1,3,150,"[39, 22, 11, 23]"
12,rbf,0.1,10.0,,50,"[45, 16, 18, 16]"
13,rbf,0.1,10.0,,100,"[45, 16, 18, 16]"
14,rbf,0.1,10.0,,150,"[45, 16, 18, 16]"
15,poly,0.1,10.0,2,50,"[41, 20, 11, 23]"
16,poly,0.1,10.0,2,100,"[40, 21, 11, 23]"
17,poly,0.1,10.0,2,150,"[40, 21, 11, 23]"
18,poly,0.1,10.0,3,50,"[39, 22, 11, 23]"
19,poly,0.1,10.0,3,100,"[39, 22, 11, 23]"
20,poly,0.1,10.0,3,150,"[40, 21, 13, 21]"
21,linear,1.0,,,50,"[40, 21, 7, 27]"
22,linear,1.0,,,100,"[39, 22, 7, 27]"
23,linear,1.0,,,150,"[40, 21, 7, 27]"
24,rbf,1.0,1,,50,"[41, 20, 11, 23]"
25,rbf,1.0,1,,100,"[42, 19, 13, 21]"
26,rbf,1.0,1,,150,"[42, 19, 13, 21]"
27,poly,1.0,1,2,50,"[41, 20, 11, 23]"
28,poly,1.0,1,2,100,"[41, 20, 11, 23]"
29,poly,1.0,1,2,150,"[41, 20, 11, 23]"
30,poly,1.0,1,3,50,"[38, 23, 11, 23]"
31,poly,1.0,1,3,100,"[39, 22, 11, 23]"
32,poly,1.0,1,3,150,"[39, 22, 11, 23]"
33,rbf,1.0,10.0,,50,"[42, 19, 13, 21]"
34,rbf,1.0,10.0,,100,"[42, 19, 13, 21]"
35,rbf,1.0,10.0,,150,"[42, 19, 13, 21]"
36,poly,1.0,10.0,2,50,"[41, 20, 13, 21]"
37,poly,1.0,10.0,2,100,"[40, 21, 11, 23]"
38,poly,1.0,10.0,2,150,"[41, 20, 13, 21]"
39,poly,1.0,10.0,3,50,"[39, 22, 11, 23]"
40,poly,1.0,10.0,3,100,"[39, 22, 11, 23]"
41,poly,1.0,10.0,3,150,"[40, 21, 13, 21]"
42,linear,10.0,,,50,"[40, 21, 7, 27]"
43,linear,10.0,,,100,"[39, 22, 7, 27]"
44,linear,10.0,,,150,"[40, 21, 7, 27]"
45,rbf,10.0,1,,50,"[42, 19, 13, 21]"
46,rbf,10.0,1,,100,"[42, 19, 11, 23]"
47,rbf,10.0,1,,150,"[42, 19, 11, 23]"
48,poly,10.0,1,2,50,"[41, 20, 11, 23]"
49,poly,10.0,1,2,100,"[41, 20, 11, 23]"
50,poly,10.0,1,2,150,"[40, 21, 11, 23]"
51,poly,10.0,1,3,50,"[39, 22, 11, 23]"
52,poly,10.0,1,3,100,"[39, 22, 11, 23]"
53,poly,10.0,1,3,150,"[40, 21, 13, 21]"
54,rbf,10.0,10.0,,50,"[42, 19, 13, 21]"
55,rbf,10.0,10.0,,100,"[42, 19, 13, 21]"
56,rbf,10.0,10.0,,150,"[42, 19, 13, 21]"
57,poly,10.0,10.0,2,50,"[41, 20, 9, 25]"
58,poly,10.0,10.0,2,100,"[40, 21, 9, 25]"
59,poly,10.0,10.0,2,150,"[40, 21, 9, 25]"
60,poly,10.0,10.0,3,50,"[39, 22, 11, 23]"
61,poly,10.0,10.0,3,100,"[39, 22, 11, 23]"
62,poly,10.0,10.0,3,150,"[40, 21, 13, 21]"
63,linear,100.0,,,50,"[40, 21, 7, 27]"
64,linear,100.0,,,100,"[39, 22, 7, 27]"
65,linear,100.0,,,150,"[40, 21, 7, 27]"
66,rbf,100.0,1,,50,"[42, 19, 13, 21]"
67,rbf,100.0,1,,100,"[42, 19, 11, 23]"
68,rbf,100.0,1,,150,"[42, 19, 11, 23]"
69,poly,100.0,1,2,50,"[41, 20, 13, 21]"
70,poly,100.0,1,2,100,"[41, 20, 13, 21]"
71,poly,100.0,1,2,150,"[41, 20, 13, 21]"
72,poly,100.0,1,3,50,"[39, 22, 11, 23]"
73,poly,100.0,1,3,100,"[39, 22, 11, 23]"
74,poly,100.0,1,3,150,"[40, 21, 13, 21]"
75,rbf,100.0,10.0,,50,"[42, 19, 13, 21]"
76,rbf,100.0,10.0,,100,"[42, 19, 13, 21]"
77,rbf,100.0,10.0,,150,"[42, 19, 13, 21]"
78,poly,100.0,10.0,2,50,"[41, 20, 9, 25]"
79,poly,100.0,10.0,2,100,"[40, 21, 8, 26]"
80,poly,100.0,10.0,2,150,"[40, 21, 8, 26]"
81,poly,100.0,10.0,3,50,"[39, 22, 11, 23]"
82,poly,100.0,10.0,3,100,"[39, 22, 11, 23]"
83,poly,100.0,10.0,3,150,"[40, 21, 13, 21]"
84,linear,1000.0,,,50,"[38, 23, 7, 27]"
85,linear,1000.0,,,100,"[40, 21, 7, 27]"
86,linear,1000.0,,,150,"[40, 21, 7, 27]"
87,rbf,1000.0,1,,50,"[42, 19, 13, 21]"
88,rbf,1000.0,1,,100,"[42, 19, 11, 23]"
89,rbf,1000.0,1,,150,"[42, 19, 11, 23]"
90,poly,1000.0,1,2,50,"[41, 20, 9, 25]"
91,poly,1000.0,1,2,100,"[40, 21, 9, 25]"
92,poly,1000.0,1,2,150,"[40, 21, 9, 25]"
93,poly,1000.0,1,3,50,"[39, 22, 11, 23]"
94,poly,1000.0,1,3,100,"[39, 22, 11, 23]"
95,poly,1000.0,1,3,150,"[40, 21, 13, 21]"
96,rbf,1000.0,10.0,,50,"[42, 19, 13, 21]"
97,rbf,1000.0,10.0,,100,"[42, 19, 13, 21]"
98,rbf,1000.0,10.0,,150,"[42, 19, 13, 21]"
99,poly,1000.0,10.0,2,50,"[41, 20, 9, 25]"
100,poly,1000.0,10.0,2,100,"[41, 20, 9, 25]"
101,poly,1000.0,10.0,2,150,"[39, 22, 8, 26]"
102,poly,1000.0,10.0,3,50,"[39, 22, 11, 23]"
103,poly,1000.0,10.0,3,100,"[39, 22, 11, 23]"
104,poly,1000.0,10.0,3,150,"[40, 21, 13, 21]"
