,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
0,linear,0.1,,,50,"[47, 14, 10, 24]"
1,linear,0.1,,,100,"[47, 14, 10, 24]"
2,linear,0.1,,,150,"[47, 14, 10, 24]"
3,rbf,0.1,1,,50,"[47, 14, 13, 21]"
4,rbf,0.1,1,,100,"[47, 14, 13, 21]"
5,rbf,0.1,1,,150,"[47, 14, 13, 21]"
6,poly,0.1,1,2,50,"[47, 14, 9, 25]"
7,poly,0.1,1,2,100,"[47, 14, 9, 25]"
8,poly,0.1,1,2,150,"[47, 14, 9, 25]"
9,poly,0.1,1,3,50,"[46, 15, 9, 25]"
10,poly,0.1,1,3,100,"[46, 15, 8, 26]"
11,poly,0.1,1,3,150,"[46, 15, 8, 26]"
12,rbf,0.1,10.0,,50,"[54, 7, 20, 14]"
13,rbf,0.1,10.0,,100,"[54, 7, 20, 14]"
14,rbf,0.1,10.0,,150,"[54, 7, 20, 14]"
15,poly,0.1,10.0,2,50,"[46, 15, 9, 25]"
16,poly,0.1,10.0,2,100,"[46, 15, 9, 25]"
17,poly,0.1,10.0,2,150,"[46, 15, 9, 25]"
18,poly,0.1,10.0,3,50,"[40, 21, 8, 26]"
19,poly,0.1,10.0,3,100,"[40, 21, 8, 26]"
20,poly,0.1,10.0,3,150,"[40, 21, 8, 26]"
21,linear,1.0,,,50,"[47, 14, 10, 24]"
22,linear,1.0,,,100,"[47, 14, 10, 24]"
23,linear,1.0,,,150,"[47, 14, 10, 24]"
24,rbf,1.0,1,,50,"[44, 17, 8, 26]"
25,rbf,1.0,1,,100,"[46, 15, 8, 26]"
26,rbf,1.0,1,,150,"[46, 15, 8, 26]"
27,poly,1.0,1,2,50,"[46, 15, 10, 24]"
28,poly,1.0,1,2,100,"[46, 15, 10, 24]"
29,poly,1.0,1,2,150,"[46, 15, 10, 24]"
30,poly,1.0,1,3,50,"[41, 20, 8, 26]"
31,poly,1.0,1,3,100,"[41, 20, 8, 26]"
32,poly,1.0,1,3,150,"[41, 20, 8, 26]"
33,rbf,1.0,10.0,,50,"[42, 19, 8, 26]"
34,rbf,1.0,10.0,,100,"[42, 19, 8, 26]"
35,rbf,1.0,10.0,,150,"[42, 19, 8, 26]"
36,poly,1.0,10.0,2,50,"[45, 16, 8, 26]"
37,poly,1.0,10.0,2,100,"[45, 16, 8, 26]"
38,poly,1.0,10.0,2,150,"[45, 16, 8, 26]"
39,poly,1.0,10.0,3,50,"[40, 21, 8, 26]"
40,poly,1.0,10.0,3,100,"[40, 21, 8, 26]"
41,poly,1.0,10.0,3,150,"[40, 21, 8, 26]"
42,linear,10.0,,,50,"[47, 14, 10, 24]"
43,linear,10.0,,,100,"[47, 14, 10, 24]"
44,linear,10.0,,,150,"[47, 14, 10, 24]"
45,rbf,10.0,1,,50,"[42, 19, 8, 26]"
46,rbf,10.0,1,,100,"[42, 19, 8, 26]"
47,rbf,10.0,1,,150,"[42, 19, 8, 26]"
48,poly,10.0,1,2,50,"[46, 15, 9, 25]"
49,poly,10.0,1,2,100,"[46, 15, 9, 25]"
50,poly,10.0,1,2,150,"[46, 15, 9, 25]"
51,poly,10.0,1,3,50,"[41, 20, 8, 26]"
52,poly,10.0,1,3,100,"[41, 20, 8, 26]"
53,poly,10.0,1,3,150,"[40, 21, 8, 26]"
54,rbf,10.0,10.0,,50,"[42, 19, 8, 26]"
