,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
55,rbf,10.0,10.0,,100,"[42, 19, 8, 26]"
56,rbf,10.0,10.0,,150,"[42, 19, 8, 26]"
57,poly,10.0,10.0,2,50,"[44, 17, 8, 26]"
58,poly,10.0,10.0,2,100,"[44, 17, 7, 27]"
59,poly,10.0,10.0,2,150,"[44, 17, 8, 26]"
60,poly,10.0,10.0,3,50,"[40, 21, 8, 26]"
61,poly,10.0,10.0,3,100,"[40, 21, 8, 26]"
62,poly,10.0,10.0,3,150,"[40, 21, 8, 26]"
63,linear,100.0,,,50,"[47, 14, 10, 24]"
64,linear,100.0,,,100,"[47, 14, 10, 24]"
65,linear,100.0,,,150,"[47, 14, 10, 24]"
66,rbf,100.0,1,,50,"[42, 19, 8, 26]"
67,rbf,100.0,1,,100,"[42, 19, 8, 26]"
68,rbf,100.0,1,,150,"[42, 19, 8, 26]"
69,poly,100.0,1,2,50,"[45, 16, 8, 26]"
70,poly,100.0,1,2,100,"[45, 16, 8, 26]"
71,poly,100.0,1,2,150,"[45, 16, 8, 26]"
72,poly,100.0,1,3,50,"[40, 21, 8, 26]"
73,poly,100.0,1,3,100,"[40, 21, 8, 26]"
74,poly,100.0,1,3,150,"[40, 21, 8, 26]"
75,rbf,100.0,10.0,,50,"[42, 19, 8, 26]"
76,rbf,100.0,10.0,,100,"[42, 19, 8, 26]"
77,rbf,100.0,10.0,,150,"[42, 19, 8, 26]"
78,poly,100.0,10.0,2,50,"[44, 17, 7, 27]"
79,poly,100.0,10.0,2,100,"[44, 17, 7, 27]"
80,poly,100.0,10.0,2,150,"[44, 17, 8, 26]"
81,poly,100.0,10.0,3,50,"[40, 21, 8, 26]"
82,poly,100.0,10.0,3,100,"[40, 21, 8, 26]"
83,poly,100.0,10.0,3,150,"[40, 21, 8, 26]"
84,linear,1000.0,,,50,"[47, 14, 10, 24]"
85,linear,1000.0,,,100,"[47, 14, 10, 24]"
86,linear,1000.0,,,150,"[47, 14, 10, 24]"
87,rbf,1000.0,1,,50,"[42, 19, 8, 26]"
88,rbf,1000.0,1,,100,"[42, 19, 8, 26]"
89,rbf,1000.0,1,,150,"[42, 19, 8, 26]"
90,poly,1000.0,1,2,50,"[45, 16, 8, 26]"
91,poly,1000.0,1,2,100,"[44, 17, 8, 26]"
92,poly,1000.0,1,2,150,"[44, 17, 8, 26]"
93,poly,1000.0,1,3,50,"[40, 21, 8, 26]"
94,poly,1000.0,1,3,100,"[40, 21, 8, 26]"
95,poly,1000.0,1,3,150,"[40, 21, 8, 26]"
96,rbf,1000.0,10.0,,50,"[42, 19, 8, 26]"
97,rbf,1000.0,10.0,,100,"[42, 19, 8, 26]"
98,rbf,1000.0,10.0,,150,"[42, 19, 8, 26]"
99,poly,1000.0,10.0,2,50,"[44, 17, 7, 27]"
100,poly,1000.0,10.0,2,100,"[44, 17, 8, 26]"
101,poly,1000.0,10.0,2,150,"[44, 17, 8, 26]"
102,poly,1000.0,10.0,3,50,"[40, 21, 8, 26]"
103,poly,1000.0,10.0,3,100,"[40, 21, 8, 26]"
104,poly,1000.0,10.0,3,150,"[40, 21, 8, 26]"
