,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
0,linear,0.1,,,50,"[46, 15, 12, 23]"
1,linear,0.1,,,100,"[45, 16, 10, 25]"
2,linear,0.1,,,150,"[45, 16, 10, 25]"
3,rbf,0.1,1,,50,"[47, 14, 17, 18]"
4,rbf,0.1,1,,100,"[47, 14, 17, 18]"
5,rbf,0.1,1,,150,"[47, 14, 17, 18]"
6,poly,0.1,1,2,50,"[44, 17, 8, 27]"
7,poly,0.1,1,2,100,"[44, 17, 8, 27]"
8,poly,0.1,1,2,150,"[44, 17, 8, 27]"
9,poly,0.1,1,3,50,"[42, 19, 9, 26]"
10,poly,0.1,1,3,100,"[43, 18, 11, 24]"
11,poly,0.1,1,3,150,"[43, 18, 11, 24]"
12,rbf,0.1,10.0,,50,"[52, 9, 23, 12]"
13,rbf,0.1,10.0,,100,"[52, 9, 23, 12]"
14,rbf,0.1,10.0,,150,"[53, 8, 24, 11]"
15,poly,0.1,10.0,2,50,"[43, 18, 9, 26]"
16,poly,0.1,10.0,2,100,"[43, 18, 9, 26]"
17,poly,0.1,10.0,2,150,"[43, 18, 9, 26]"
18,poly,0.1,10.0,3,50,"[42, 19, 9, 26]"
19,poly,0.1,10.0,3,100,"[43, 18, 9, 26]"
20,poly,0.1,10.0,3,150,"[43, 18, 9, 26]"
21,linear,1.0,,,50,"[45, 16, 10, 25]"
22,linear,1.0,,,100,"[45, 16, 10, 25]"
23,linear,1.0,,,150,"[45, 16, 10, 25]"
24,rbf,1.0,1,,50,"[44, 17, 9, 26]"
25,rbf,1.0,1,,100,"[44, 17, 9, 26]"
26,rbf,1.0,1,,150,"[44, 17, 9, 26]"
27,poly,1.0,1,2,50,"[43, 18, 7, 28]"
28,poly,1.0,1,2,100,"[44, 17, 7, 28]"
29,poly,1.0,1,2,150,"[44, 17, 7, 28]"
30,poly,1.0,1,3,50,"[43, 18, 9, 26]"
31,poly,1.0,1,3,100,"[43, 18, 8, 27]"
32,poly,1.0,1,3,150,"[43, 18, 8, 27]"
33,rbf,1.0,10.0,,50,"[44, 17, 10, 25]"
34,rbf,1.0,10.0,,100,"[44, 17, 9, 26]"
35,rbf,1.0,10.0,,150,"[44, 17, 9, 26]"
36,poly,1.0,10.0,2,50,"[42, 19, 11, 24]"
37,poly,1.0,10.0,2,100,"[41, 20, 11, 24]"
38,poly,1.0,10.0,2,150,"[41, 20, 11, 24]"
39,poly,1.0,10.0,3,50,"[42, 19, 9, 26]"
40,poly,1.0,10.0,3,100,"[43, 18, 8, 27]"
41,poly,1.0,10.0,3,150,"[43, 18, 8, 27]"
42,linear,10.0,,,50,"[45, 16, 10, 25]"
43,linear,10.0,,,100,"[45, 16, 10, 25]"
44,linear,10.0,,,150,"[45, 16, 10, 25]"
45,rbf,10.0,1,,50,"[42, 19, 9, 26]"
46,rbf,10.0,1,,100,"[43, 18, 9, 26]"
47,rbf,10.0,1,,150,"[43, 18, 9, 26]"
48,poly,10.0,1,2,50,"[43, 18, 9, 26]"
49,poly,10.0,1,2,100,"[43, 18, 9, 26]"
50,poly,10.0,1,2,150,"[43, 18, 9, 26]"
51,poly,10.0,1,3,50,"[42, 19, 9, 26]"
52,poly,10.0,1,3,100,"[43, 18, 8, 27]"
53,poly,10.0,1,3,150,"[43, 18, 8, 27]"
54,rbf,10.0,10.0,,50,"[44, 17, 10, 25]"
55,rbf,10.0,10.0,,100,"[44, 17, 9, 26]"
56,rbf,10.0,10.0,,150,"[44, 17, 9, 26]"
57,poly,10.0,10.0,2,50,"[41, 20, 11, 24]"
58,poly,10.0,10.0,2,100,"[39, 22, 10, 25]"
59,poly,10.0,10.0,2,150,"[40, 21, 9, 26]"
60,poly,10.0,10.0,3,50,"[42, 19, 9, 26]"
61,poly,10.0,10.0,3,100,"[43, 18, 8, 27]"
62,poly,10.0,10.0,3,150,"[43, 18, 8, 27]"
63,linear,100.0,,,50,"[45, 16, 10, 25]"
64,linear,100.0,,,100,"[45, 16, 10, 25]"
65,linear,100.0,,,150,"[45, 16, 10, 25]"
66,rbf,100.0,1,,50,"[42, 19, 9, 26]"
67,rbf,100.0,1,,100,"[43, 18, 9, 26]"
68,rbf,100.0,1,,150,"[43, 18, 9, 26]"
69,poly,100.0,1,2,50,"[42, 19, 11, 24]"
70,poly,100.0,1,2,100,"[42, 19, 11, 24]"
71,poly,100.0,1,2,150,"[42, 19, 11, 24]"
72,poly,100.0,1,3,50,"[41, 20, 9, 26]"
73,poly,100.0,1,3,100,"[43, 18, 8, 27]"
74,poly,100.0,1,3,150,"[43, 18, 8, 27]"
75,rbf,100.0,10.0,,50,"[44, 17, 10, 25]"
76,rbf,100.0,10.0,,100,"[44, 17, 9, 26]"
77,rbf,100.0,10.0,,150,"[44, 17, 9, 26]"
78,poly,100.0,10.0,2,50,"[38, 23, 10, 25]"
79,poly,100.0,10.0,2,100,"[41, 20, 11, 24]"
80,poly,100.0,10.0,2,150,"[40, 21, 9, 26]"
81,poly,100.0,10.0,3,50,"[42, 19, 9, 26]"
82,poly,100.0,10.0,3,100,"[43, 18, 8, 27]"
83,poly,100.0,10.0,3,150,"[43, 18, 9, 26]"
84,linear,1000.0,,,50,"[45, 16, 10, 25]"
85,linear,1000.0,,,100,"[45, 16, 10, 25]"
86,linear,1000.0,,,150,"[45, 16, 10, 25]"
87,rbf,1000.0,1,,50,"[42, 19, 9, 26]"
88,rbf,1000.0,1,,100,"[43, 18, 9, 26]"
89,rbf,1000.0,1,,150,"[43, 18, 9, 26]"
90,poly,1000.0,1,2,50,"[39, 22, 10, 25]"
91,poly,1000.0,1,2,100,"[38, 23, 10, 25]"
92,poly,1000.0,1,2,150,"[38, 23, 10, 25]"
93,poly,1000.0,1,3,50,"[41, 20, 9, 26]"
94,poly,1000.0,1,3,100,"[43, 18, 9, 26]"
95,poly,1000.0,1,3,150,"[42, 19, 9, 26]"
96,rbf,1000.0,10.0,,50,"[44, 17, 10, 25]"
97,rbf,1000.0,10.0,,100,"[44, 17, 9, 26]"
98,rbf,1000.0,10.0,,150,"[44, 17, 9, 26]"
99,poly,1000.0,10.0,2,50,"[41, 20, 11, 24]"
100,poly,1000.0,10.0,2,100,"[38, 23, 10, 25]"
101,poly,1000.0,10.0,2,150,"[41, 20, 11, 24]"
102,poly,1000.0,10.0,3,50,"[42, 19, 9, 26]"
103,poly,1000.0,10.0,3,100,"[43, 18, 8, 27]"
104,poly,1000.0,10.0,3,150,"[43, 18, 8, 27]"
