,Alpha,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,"[45, 17, 8, 26]","[46, 15, 12, 23]","[53, 8, 8, 27]","[52, 9, 12, 23]","[51, 10, 8, 26]","[46, 15, 11, 23]","[47, 14, 7, 27]","[44, 17, 10, 24]","[48, 13, 14, 20]","[40, 21, 8, 26]"
1,0.001,"[45, 17, 8, 26]","[46, 15, 11, 24]","[53, 8, 8, 27]","[52, 9, 12, 23]","[51, 10, 8, 26]","[46, 15, 11, 23]","[48, 13, 7, 27]","[44, 17, 10, 24]","[48, 13, 14, 20]","[40, 21, 9, 25]"
2,0.01,"[45, 17, 8, 26]","[46, 15, 9, 26]","[54, 7, 8, 27]","[49, 12, 13, 22]","[51, 10, 8, 26]","[45, 16, 10, 24]","[48, 13, 8, 26]","[43, 18, 8, 26]","[47, 14, 12, 22]","[40, 21, 9, 25]"
