,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
0,linear,0.1,,,50,"[41, 20, 5, 29]"
1,linear,0.1,,,100,"[41, 20, 5, 29]"
2,linear,0.1,,,150,"[41, 20, 5, 29]"
3,rbf,0.1,1,,50,"[43, 18, 8, 26]"
4,rbf,0.1,1,,100,"[42, 19, 8, 26]"
5,rbf,0.1,1,,150,"[42, 19, 8, 26]"
6,poly,0.1,1,2,50,"[40, 21, 4, 30]"
7,poly,0.1,1,2,100,"[40, 21, 4, 30]"
8,poly,0.1,1,2,150,"[40, 21, 4, 30]"
9,poly,0.1,1,3,50,"[40, 21, 4, 30]"
10,poly,0.1,1,3,100,"[40, 21, 4, 30]"
11,poly,0.1,1,3,150,"[40, 21, 4, 30]"
12,rbf,0.1,10.0,,50,"[46, 15, 15, 19]"
13,rbf,0.1,10.0,,100,"[46, 15, 15, 19]"
14,rbf,0.1,10.0,,150,"[46, 15, 15, 19]"
15,poly,0.1,10.0,2,50,"[38, 23, 4, 30]"
16,poly,0.1,10.0,2,100,"[38, 23, 4, 30]"
17,poly,0.1,10.0,2,150,"[38, 23, 6, 28]"
18,poly,0.1,10.0,3,50,"[39, 22, 7, 27]"
19,poly,0.1,10.0,3,100,"[39, 22, 7, 27]"
20,poly,0.1,10.0,3,150,"[39, 22, 7, 27]"
21,linear,1.0,,,50,"[41, 20, 5, 29]"
22,linear,1.0,,,100,"[41, 20, 5, 29]"
23,linear,1.0,,,150,"[41, 20, 5, 29]"
24,rbf,1.0,1,,50,"[40, 21, 5, 29]"
25,rbf,1.0,1,,100,"[40, 21, 5, 29]"
26,rbf,1.0,1,,150,"[40, 21, 7, 27]"
27,poly,1.0,1,2,50,"[38, 23, 4, 30]"
28,poly,1.0,1,2,100,"[38, 23, 4, 30]"
29,poly,1.0,1,2,150,"[38, 23, 4, 30]"
30,poly,1.0,1,3,50,"[39, 22, 7, 27]"
31,poly,1.0,1,3,100,"[39, 22, 7, 27]"
32,poly,1.0,1,3,150,"[39, 22, 7, 27]"
33,rbf,1.0,10.0,,50,"[40, 21, 9, 25]"
34,rbf,1.0,10.0,,100,"[39, 22, 9, 25]"
35,rbf,1.0,10.0,,150,"[39, 22, 9, 25]"
36,poly,1.0,10.0,2,50,"[38, 23, 4, 30]"
37,poly,1.0,10.0,2,100,"[38, 23, 4, 30]"
38,poly,1.0,10.0,2,150,"[38, 23, 6, 28]"
39,poly,1.0,10.0,3,50,"[39, 22, 7, 27]"
40,poly,1.0,10.0,3,100,"[39, 22, 7, 27]"
41,poly,1.0,10.0,3,150,"[39, 22, 7, 27]"
42,linear,10.0,,,50,"[41, 20, 5, 29]"
43,linear,10.0,,,100,"[41, 20, 5, 29]"
44,linear,10.0,,,150,"[41, 20, 5, 29]"
45,rbf,10.0,1,,50,"[39, 22, 5, 29]"
46,rbf,10.0,1,,100,"[39, 22, 7, 27]"
47,rbf,10.0,1,,150,"[39, 22, 7, 27]"
48,poly,10.0,1,2,50,"[38, 23, 4, 30]"
49,poly,10.0,1,2,100,"[38, 23, 4, 30]"
50,poly,10.0,1,2,150,"[38, 23, 6, 28]"
51,poly,10.0,1,3,50,"[39, 22, 7, 27]"
52,poly,10.0,1,3,100,"[39, 22, 7, 27]"
53,poly,10.0,1,3,150,"[39, 22, 7, 27]"
54,rbf,10.0,10.0,,50,"[40, 21, 9, 25]"
55,rbf,10.0,10.0,,100,"[39, 22, 9, 25]"
56,rbf,10.0,10.0,,150,"[39, 22, 9, 25]"
57,poly,10.0,10.0,2,50,"[38, 23, 5, 29]"
58,poly,10.0,10.0,2,100,"[38, 23, 4, 30]"
59,poly,10.0,10.0,2,150,"[38, 23, 4, 30]"
60,poly,10.0,10.0,3,50,"[39, 22, 7, 27]"
61,poly,10.0,10.0,3,100,"[39, 22, 7, 27]"
