,Alpha,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,"[45, 17, 5, 29]","[43, 18, 7, 28]","[37, 24, 8, 27]","[37, 24, 10, 25]","[40, 21, 5, 29]","[41, 20, 11, 23]","[39, 22, 7, 27]","[45, 16, 8, 26]","[38, 23, 11, 23]","[41, 20, 3, 31]"
1,0.001,"[45, 17, 5, 29]","[43, 18, 7, 28]","[37, 24, 8, 27]","[37, 24, 10, 25]","[40, 21, 5, 29]","[40, 21, 11, 23]","[39, 22, 7, 27]","[45, 16, 8, 26]","[38, 23, 10, 24]","[41, 20, 3, 31]"
2,0.01,"[45, 17, 3, 31]","[42, 19, 7, 28]","[36, 25, 8, 27]","[34, 27, 9, 26]","[37, 24, 5, 29]","[39, 22, 6, 28]","[38, 23, 7, 27]","[45, 16, 4, 30]","[38, 23, 10, 24]","[40, 21, 3, 31]"
