,Kernel,C,Gamma,Degree,Estimators,Learning Rate,Confusion Matrix
62,poly,0.1,10.0,3,150,1.0,"[37, 24, 12, 23]"
63,linear,1.0,,,50,0.5,"[39, 22, 13, 22]"
64,linear,1.0,,,50,0.75,"[39, 22, 13, 22]"
65,linear,1.0,,,50,1.0,"[39, 22, 13, 22]"
66,linear,1.0,,,100,0.5,"[39, 22, 13, 22]"
67,linear,1.0,,,100,0.75,"[39, 22, 13, 22]"
68,linear,1.0,,,100,1.0,"[39, 22, 13, 22]"
69,linear,1.0,,,150,0.5,"[39, 22, 13, 22]"
70,linear,1.0,,,150,0.75,"[39, 22, 13, 22]"
71,linear,1.0,,,150,1.0,"[39, 22, 13, 22]"
72,rbf,1.0,1,,50,0.5,"[61, 0, 35, 0]"
73,rbf,1.0,1,,50,0.75,"[61, 0, 35, 0]"
74,rbf,1.0,1,,50,1.0,"[61, 0, 35, 0]"
75,rbf,1.0,1,,100,0.5,"[61, 0, 35, 0]"
76,rbf,1.0,1,,100,0.75,"[61, 0, 35, 0]"
77,rbf,1.0,1,,100,1.0,"[61, 0, 35, 0]"
78,rbf,1.0,1,,150,0.5,"[61, 0, 35, 0]"
79,rbf,1.0,1,,150,0.75,"[61, 0, 35, 0]"
80,rbf,1.0,1,,150,1.0,"[61, 0, 35, 0]"
81,poly,1.0,1,2,50,0.5,"[61, 0, 35, 0]"
82,poly,1.0,1,2,50,0.75,"[38, 23, 10, 25]"
83,poly,1.0,1,2,50,1.0,"[36, 25, 9, 26]"
84,poly,1.0,1,2,100,0.5,"[61, 0, 35, 0]"
85,poly,1.0,1,2,100,0.75,"[38, 23, 10, 25]"
86,poly,1.0,1,2,100,1.0,"[36, 25, 9, 26]"
87,poly,1.0,1,2,150,0.5,"[61, 0, 35, 0]"
88,poly,1.0,1,2,150,0.75,"[38, 23, 10, 25]"
89,poly,1.0,1,2,150,1.0,"[36, 25, 9, 26]"
90,poly,1.0,1,3,50,0.5,"[57, 4, 26, 9]"
91,poly,1.0,1,3,50,0.75,"[35, 26, 8, 27]"
92,poly,1.0,1,3,50,1.0,"[57, 4, 26, 9]"
93,poly,1.0,1,3,100,0.5,"[57, 4, 26, 9]"
94,poly,1.0,1,3,100,0.75,"[35, 26, 8, 27]"
95,poly,1.0,1,3,100,1.0,"[57, 4, 26, 9]"
96,poly,1.0,1,3,150,0.5,"[57, 4, 26, 9]"
97,poly,1.0,1,3,150,0.75,"[35, 26, 8, 27]"
98,poly,1.0,1,3,150,1.0,"[57, 4, 26, 9]"
99,rbf,1.0,10.0,,50,0.5,"[61, 0, 35, 0]"
100,rbf,1.0,10.0,,50,0.75,"[61, 0, 35, 0]"
101,rbf,1.0,10.0,,50,1.0,"[61, 0, 35, 0]"
102,rbf,1.0,10.0,,100,0.5,"[61, 0, 35, 0]"
103,rbf,1.0,10.0,,100,0.75,"[61, 0, 35, 0]"
104,rbf,1.0,10.0,,100,1.0,"[61, 0, 35, 0]"
105,rbf,1.0,10.0,,150,0.5,"[61, 0, 35, 0]"
106,rbf,1.0,10.0,,150,0.75,"[61, 0, 35, 0]"
107,rbf,1.0,10.0,,150,1.0,"[61, 0, 35, 0]"
108,poly,1.0,10.0,2,50,0.5,"[37, 24, 10, 25]"
109,poly,1.0,10.0,2,50,0.75,"[37, 24, 10, 25]"
110,poly,1.0,10.0,2,50,1.0,"[37, 24, 12, 23]"
111,poly,1.0,10.0,2,100,0.5,"[37, 24, 10, 25]"
112,poly,1.0,10.0,2,100,0.75,"[37, 24, 10, 25]"
113,poly,1.0,10.0,2,100,1.0,"[37, 24, 12, 23]"
114,poly,1.0,10.0,2,150,0.5,"[37, 24, 10, 25]"
115,poly,1.0,10.0,2,150,0.75,"[37, 24, 10, 25]"
116,poly,1.0,10.0,2,150,1.0,"[37, 24, 12, 23]"
117,poly,1.0,10.0,3,50,0.5,"[38, 23, 12, 23]"
118,poly,1.0,10.0,3,50,0.75,"[38, 23, 10, 25]"
119,poly,1.0,10.0,3,50,1.0,"[38, 23, 12, 23]"
120,poly,1.0,10.0,3,100,0.5,"[38, 23, 12, 23]"
121,poly,1.0,10.0,3,100,0.75,"[38, 23, 12, 23]"
122,poly,1.0,10.0,3,100,1.0,"[38, 23, 12, 23]"
123,poly,1.0,10.0,3,150,0.5,"[38, 23, 12, 23]"
124,poly,1.0,10.0,3,150,0.75,"[38, 23, 12, 23]"
125,poly,1.0,10.0,3,150,1.0,"[38, 23, 12, 23]"
126,linear,10.0,,,50,0.5,"[39, 22, 13, 22]"
127,linear,10.0,,,50,0.75,"[39, 22, 13, 22]"
128,linear,10.0,,,50,1.0,"[39, 22, 13, 22]"
129,linear,10.0,,,100,0.5,"[39, 22, 13, 22]"
130,linear,10.0,,,100,0.75,"[39, 22, 13, 22]"
131,linear,10.0,,,100,1.0,"[39, 22, 13, 22]"
132,linear,10.0,,,150,0.5,"[39, 22, 13, 22]"
133,linear,10.0,,,150,0.75,"[39, 22, 13, 22]"
134,linear,10.0,,,150,1.0,"[39, 22, 13, 22]"
135,rbf,10.0,1,,50,0.5,"[44, 17, 22, 13]"
136,rbf,10.0,1,,50,0.75,"[39, 22, 12, 23]"
137,rbf,10.0,1,,50,1.0,"[32, 29, 7, 28]"
138,rbf,10.0,1,,100,0.5,"[44, 17, 22, 13]"
139,rbf,10.0,1,,100,0.75,"[39, 22, 12, 23]"
140,rbf,10.0,1,,100,1.0,"[32, 29, 7, 28]"
141,rbf,10.0,1,,150,0.5,"[44, 17, 22, 13]"
142,rbf,10.0,1,,150,0.75,"[39, 22, 12, 23]"
143,rbf,10.0,1,,150,1.0,"[32, 29, 7, 28]"
144,poly,10.0,1,2,50,0.5,"[37, 24, 10, 25]"
145,poly,10.0,1,2,50,0.75,"[39, 22, 13, 22]"
146,poly,10.0,1,2,50,1.0,"[37, 24, 10, 25]"
147,poly,10.0,1,2,100,0.5,"[37, 24, 10, 25]"
148,poly,10.0,1,2,100,0.75,"[39, 22, 13, 22]"
149,poly,10.0,1,2,100,1.0,"[37, 24, 10, 25]"
150,poly,10.0,1,2,150,0.5,"[37, 24, 10, 25]"
151,poly,10.0,1,2,150,0.75,"[39, 22, 13, 22]"
152,poly,10.0,1,2,150,1.0,"[37, 24, 10, 25]"
153,poly,10.0,1,3,50,0.5,"[37, 24, 12, 23]"
154,poly,10.0,1,3,50,0.75,"[39, 22, 13, 22]"
155,poly,10.0,1,3,50,1.0,"[39, 22, 13, 22]"
156,poly,10.0,1,3,100,0.5,"[37, 24, 12, 23]"
157,poly,10.0,1,3,100,0.75,"[39, 22, 13, 22]"
158,poly,10.0,1,3,100,1.0,"[39, 22, 13, 22]"
159,poly,10.0,1,3,150,0.5,"[37, 24, 12, 23]"
160,poly,10.0,1,3,150,0.75,"[39, 22, 13, 22]"
161,poly,10.0,1,3,150,1.0,"[39, 22, 13, 22]"
162,rbf,10.0,10.0,,50,0.5,"[44, 17, 22, 13]"
163,rbf,10.0,10.0,,50,0.75,"[41, 20, 15, 20]"
164,rbf,10.0,10.0,,50,1.0,"[41, 20, 15, 20]"
165,rbf,10.0,10.0,,100,0.5,"[44, 17, 22, 13]"
166,rbf,10.0,10.0,,100,0.75,"[41, 20, 15, 20]"
167,rbf,10.0,10.0,,100,1.0,"[41, 20, 15, 20]"
168,rbf,10.0,10.0,,150,0.5,"[44, 17, 22, 13]"
169,rbf,10.0,10.0,,150,0.75,"[41, 20, 15, 20]"
170,rbf,10.0,10.0,,150,1.0,"[41, 20, 15, 20]"
171,poly,10.0,10.0,2,50,0.5,"[38, 23, 12, 23]"
172,poly,10.0,10.0,2,50,0.75,"[38, 23, 12, 23]"
173,poly,10.0,10.0,2,50,1.0,"[37, 24, 12, 23]"
174,poly,10.0,10.0,2,100,0.5,"[38, 23, 12, 23]"
175,poly,10.0,10.0,2,100,0.75,"[38, 23, 12, 23]"
176,poly,10.0,10.0,2,100,1.0,"[37, 24, 12, 23]"
177,poly,10.0,10.0,2,150,0.5,"[38, 23, 12, 23]"
178,poly,10.0,10.0,2,150,0.75,"[38, 23, 12, 23]"
179,poly,10.0,10.0,2,150,1.0,"[37, 24, 12, 23]"
180,poly,10.0,10.0,3,50,0.5,"[38, 23, 12, 23]"
181,poly,10.0,10.0,3,50,0.75,"[38, 23, 12, 23]"
182,poly,10.0,10.0,3,50,1.0,"[39, 22, 10, 25]"
183,poly,10.0,10.0,3,100,0.5,"[38, 23, 12, 23]"
184,poly,10.0,10.0,3,100,0.75,"[38, 23, 12, 23]"
185,poly,10.0,10.0,3,100,1.0,"[38, 23, 10, 25]"
186,poly,10.0,10.0,3,150,0.5,"[38, 23, 10, 25]"
187,poly,10.0,10.0,3,150,0.75,"[38, 23, 10, 25]"
188,poly,10.0,10.0,3,150,1.0,"[38, 23, 10, 25]"
189,linear,100.0,,,50,0.5,"[39, 22, 13, 22]"
190,linear,100.0,,,50,0.75,"[39, 22, 13, 22]"
191,linear,100.0,,,50,1.0,"[39, 22, 13, 22]"
192,linear,100.0,,,100,0.5,"[39, 22, 13, 22]"
193,linear,100.0,,,100,0.75,"[39, 22, 13, 22]"
194,linear,100.0,,,100,1.0,"[39, 22, 13, 22]"
195,linear,100.0,,,150,0.5,"[39, 22, 13, 22]"
196,linear,100.0,,,150,0.75,"[39, 22, 13, 22]"
197,linear,100.0,,,150,1.0,"[39, 22, 13, 22]"
198,rbf,100.0,1,,50,0.5,"[39, 22, 12, 23]"
199,rbf,100.0,1,,50,0.75,"[39, 22, 12, 23]"
200,rbf,100.0,1,,50,1.0,"[39, 22, 12, 23]"
201,rbf,100.0,1,,100,0.5,"[39, 22, 12, 23]"
202,rbf,100.0,1,,100,0.75,"[39, 22, 12, 23]"
203,rbf,100.0,1,,100,1.0,"[39, 22, 12, 23]"
204,rbf,100.0,1,,150,0.5,"[39, 22, 12, 23]"
205,rbf,100.0,1,,150,0.75,"[39, 22, 12, 23]"
206,rbf,100.0,1,,150,1.0,"[39, 22, 12, 23]"
207,poly,100.0,1,2,50,0.5,"[37, 24, 10, 25]"
208,poly,100.0,1,2,50,0.75,"[37, 24, 10, 25]"
209,poly,100.0,1,2,50,1.0,"[37, 24, 12, 23]"
210,poly,100.0,1,2,100,0.5,"[37, 24, 10, 25]"
211,poly,100.0,1,2,100,0.75,"[37, 24, 10, 25]"
212,poly,100.0,1,2,100,1.0,"[37, 24, 12, 23]"
213,poly,100.0,1,2,150,0.5,"[37, 24, 10, 25]"
214,poly,100.0,1,2,150,0.75,"[37, 24, 10, 25]"
215,poly,100.0,1,2,150,1.0,"[37, 24, 12, 23]"
216,poly,100.0,1,3,50,0.5,"[37, 24, 12, 23]"
217,poly,100.0,1,3,50,0.75,"[37, 24, 12, 23]"
218,poly,100.0,1,3,50,1.0,"[37, 24, 12, 23]"
219,poly,100.0,1,3,100,0.5,"[37, 24, 12, 23]"
220,poly,100.0,1,3,100,0.75,"[37, 24, 12, 23]"
221,poly,100.0,1,3,100,1.0,"[37, 24, 12, 23]"
222,poly,100.0,1,3,150,0.5,"[37, 24, 12, 23]"
223,poly,100.0,1,3,150,0.75,"[37, 24, 12, 23]"
224,poly,100.0,1,3,150,1.0,"[37, 24, 12, 23]"
225,rbf,100.0,10.0,,50,0.5,"[39, 22, 12, 23]"
226,rbf,100.0,10.0,,50,0.75,"[39, 22, 12, 23]"
227,rbf,100.0,10.0,,50,1.0,"[39, 22, 12, 23]"
228,rbf,100.0,10.0,,100,0.5,"[39, 22, 12, 23]"
229,rbf,100.0,10.0,,100,0.75,"[39, 22, 12, 23]"
230,rbf,100.0,10.0,,100,1.0,"[39, 22, 12, 23]"
231,rbf,100.0,10.0,,150,0.5,"[39, 22, 12, 23]"
232,rbf,100.0,10.0,,150,0.75,"[39, 22, 12, 23]"
233,rbf,100.0,10.0,,150,1.0,"[39, 22, 12, 23]"
234,poly,100.0,10.0,2,50,0.5,"[37, 24, 10, 25]"
235,poly,100.0,10.0,2,50,0.75,"[37, 24, 12, 23]"
236,poly,100.0,10.0,2,50,1.0,"[38, 23, 12, 23]"
237,poly,100.0,10.0,2,100,0.5,"[38, 23, 12, 23]"
238,poly,100.0,10.0,2,100,0.75,"[38, 23, 12, 23]"
239,poly,100.0,10.0,2,100,1.0,"[38, 23, 12, 23]"
240,poly,100.0,10.0,2,150,0.5,"[38, 23, 12, 23]"
241,poly,100.0,10.0,2,150,0.75,"[38, 23, 12, 23]"
242,poly,100.0,10.0,2,150,1.0,"[38, 23, 12, 23]"
243,poly,100.0,10.0,3,50,0.5,"[38, 23, 12, 23]"
244,poly,100.0,10.0,3,50,0.75,"[38, 23, 10, 25]"
245,poly,100.0,10.0,3,50,1.0,"[38, 23, 12, 23]"
246,poly,100.0,10.0,3,100,0.5,"[38, 23, 12, 23]"
247,poly,100.0,10.0,3,100,0.75,"[38, 23, 12, 23]"
248,poly,100.0,10.0,3,100,1.0,"[38, 23, 10, 25]"
249,poly,100.0,10.0,3,150,0.5,"[38, 23, 12, 23]"
250,poly,100.0,10.0,3,150,0.75,"[39, 22, 10, 25]"
251,poly,100.0,10.0,3,150,1.0,"[38, 23, 12, 23]"
252,linear,1000.0,,,50,0.5,"[39, 22, 13, 22]"
253,linear,1000.0,,,50,0.75,"[39, 22, 13, 22]"
254,linear,1000.0,,,50,1.0,"[39, 22, 13, 22]"
255,linear,1000.0,,,100,0.5,"[39, 22, 13, 22]"
256,linear,1000.0,,,100,0.75,"[39, 22, 13, 22]"
257,linear,1000.0,,,100,1.0,"[39, 22, 13, 22]"
258,linear,1000.0,,,150,0.5,"[39, 22, 13, 22]"
259,linear,1000.0,,,150,0.75,"[39, 22, 13, 22]"
260,linear,1000.0,,,150,1.0,"[39, 22, 13, 22]"
261,rbf,1000.0,1,,50,0.5,"[38, 23, 12, 23]"
262,rbf,1000.0,1,,50,0.75,"[38, 23, 12, 23]"
263,rbf,1000.0,1,,50,1.0,"[38, 23, 12, 23]"
264,rbf,1000.0,1,,100,0.5,"[38, 23, 12, 23]"
265,rbf,1000.0,1,,100,0.75,"[38, 23, 12, 23]"
266,rbf,1000.0,1,,100,1.0,"[38, 23, 12, 23]"
267,rbf,1000.0,1,,150,0.5,"[38, 23, 12, 23]"
268,rbf,1000.0,1,,150,0.75,"[38, 23, 12, 23]"
269,rbf,1000.0,1,,150,1.0,"[38, 23, 12, 23]"
270,poly,1000.0,1,2,50,0.5,"[38, 23, 12, 23]"
271,poly,1000.0,1,2,50,0.75,"[38, 23, 12, 23]"
272,poly,1000.0,1,2,50,1.0,"[37, 24, 12, 23]"
273,poly,1000.0,1,2,100,0.5,"[38, 23, 12, 23]"
274,poly,1000.0,1,2,100,0.75,"[38, 23, 12, 23]"
275,poly,1000.0,1,2,100,1.0,"[37, 24, 12, 23]"
276,poly,1000.0,1,2,150,0.5,"[38, 23, 12, 23]"
277,poly,1000.0,1,2,150,0.75,"[38, 23, 12, 23]"
278,poly,1000.0,1,2,150,1.0,"[37, 24, 12, 23]"
279,poly,1000.0,1,3,50,0.5,"[38, 23, 12, 23]"
280,poly,1000.0,1,3,50,0.75,"[38, 23, 10, 25]"
281,poly,1000.0,1,3,50,1.0,"[38, 23, 12, 23]"
282,poly,1000.0,1,3,100,0.5,"[38, 23, 12, 23]"
283,poly,1000.0,1,3,100,0.75,"[38, 23, 12, 23]"
284,poly,1000.0,1,3,100,1.0,"[38, 23, 12, 23]"
285,poly,1000.0,1,3,150,0.5,"[38, 23, 12, 23]"
286,poly,1000.0,1,3,150,0.75,"[38, 23, 12, 23]"
287,poly,1000.0,1,3,150,1.0,"[38, 23, 12, 23]"
288,rbf,1000.0,10.0,,50,0.5,"[39, 22, 12, 23]"
289,rbf,1000.0,10.0,,50,0.75,"[39, 22, 12, 23]"
290,rbf,1000.0,10.0,,50,1.0,"[39, 22, 12, 23]"
291,rbf,1000.0,10.0,,100,0.5,"[39, 22, 12, 23]"
292,rbf,1000.0,10.0,,100,0.75,"[39, 22, 12, 23]"
293,rbf,1000.0,10.0,,100,1.0,"[39, 22, 12, 23]"
294,rbf,1000.0,10.0,,150,0.5,"[39, 22, 12, 23]"
295,rbf,1000.0,10.0,,150,0.75,"[39, 22, 12, 23]"
296,rbf,1000.0,10.0,,150,1.0,"[39, 22, 12, 23]"
297,poly,1000.0,10.0,2,50,0.5,"[38, 23, 12, 23]"
298,poly,1000.0,10.0,2,50,0.75,"[38, 23, 10, 25]"
299,poly,1000.0,10.0,2,50,1.0,"[38, 23, 12, 23]"
300,poly,1000.0,10.0,2,100,0.5,"[38, 23, 12, 23]"
301,poly,1000.0,10.0,2,100,0.75,"[38, 23, 12, 23]"
302,poly,1000.0,10.0,2,100,1.0,"[38, 23, 10, 25]"
303,poly,1000.0,10.0,2,150,0.5,"[38, 23, 12, 23]"
304,poly,1000.0,10.0,2,150,0.75,"[38, 23, 12, 23]"
305,poly,1000.0,10.0,2,150,1.0,"[38, 23, 12, 23]"
306,poly,1000.0,10.0,3,50,0.5,"[38, 23, 10, 25]"
307,poly,1000.0,10.0,3,50,0.75,"[39, 22, 12, 23]"
308,poly,1000.0,10.0,3,50,1.0,"[39, 22, 10, 25]"
309,poly,1000.0,10.0,3,100,0.5,"[38, 23, 10, 25]"
310,poly,1000.0,10.0,3,100,0.75,"[39, 22, 10, 25]"
311,poly,1000.0,10.0,3,100,1.0,"[38, 23, 12, 23]"
312,poly,1000.0,10.0,3,150,0.5,"[38, 23, 12, 23]"
313,poly,1000.0,10.0,3,150,0.75,"[38, 23, 12, 23]"
314,poly,1000.0,10.0,3,150,1.0,"[39, 22, 10, 25]"
