,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
39,poly,1.0,10.0,3,50,"[47, 14, 7, 27]"
40,poly,1.0,10.0,3,100,"[44, 17, 7, 27]"
41,poly,1.0,10.0,3,150,"[47, 14, 7, 27]"
42,linear,10.0,,,50,"[50, 11, 6, 28]"
43,linear,10.0,,,100,"[50, 11, 6, 28]"
44,linear,10.0,,,150,"[50, 11, 6, 28]"
45,rbf,10.0,1,,50,"[49, 12, 7, 27]"
46,rbf,10.0,1,,100,"[46, 15, 7, 27]"
47,rbf,10.0,1,,150,"[49, 12, 7, 27]"
48,poly,10.0,1,2,50,"[49, 12, 7, 27]"
49,poly,10.0,1,2,100,"[49, 12, 7, 27]"
50,poly,10.0,1,2,150,"[49, 12, 7, 27]"
51,poly,10.0,1,3,50,"[47, 14, 7, 27]"
52,poly,10.0,1,3,100,"[47, 14, 7, 27]"
53,poly,10.0,1,3,150,"[47, 14, 7, 27]"
54,rbf,10.0,10.0,,50,"[49, 12, 7, 27]"
55,rbf,10.0,10.0,,100,"[49, 12, 7, 27]"
56,rbf,10.0,10.0,,150,"[49, 12, 7, 27]"
57,poly,10.0,10.0,2,50,"[45, 16, 6, 28]"
58,poly,10.0,10.0,2,100,"[45, 16, 6, 28]"
59,poly,10.0,10.0,2,150,"[45, 16, 6, 28]"
60,poly,10.0,10.0,3,50,"[47, 14, 7, 27]"
61,poly,10.0,10.0,3,100,"[44, 17, 7, 27]"
62,poly,10.0,10.0,3,150,"[47, 14, 7, 27]"
63,linear,100.0,,,50,"[50, 11, 6, 28]"
64,linear,100.0,,,100,"[50, 11, 6, 28]"
65,linear,100.0,,,150,"[50, 11, 6, 28]"
66,rbf,100.0,1,,50,"[49, 12, 7, 27]"
67,rbf,100.0,1,,100,"[46, 15, 7, 27]"
68,rbf,100.0,1,,150,"[49, 12, 7, 27]"
69,poly,100.0,1,2,50,"[45, 16, 7, 27]"
70,poly,100.0,1,2,100,"[45, 16, 7, 27]"
71,poly,100.0,1,2,150,"[45, 16, 7, 27]"
72,poly,100.0,1,3,50,"[47, 14, 7, 27]"
73,poly,100.0,1,3,100,"[44, 17, 7, 27]"
74,poly,100.0,1,3,150,"[47, 14, 7, 27]"
75,rbf,100.0,10.0,,50,"[49, 12, 7, 27]"
76,rbf,100.0,10.0,,100,"[49, 12, 7, 27]"
77,rbf,100.0,10.0,,150,"[49, 12, 7, 27]"
78,poly,100.0,10.0,2,50,"[44, 17, 7, 27]"
79,poly,100.0,10.0,2,100,"[45, 16, 6, 28]"
80,poly,100.0,10.0,2,150,"[45, 16, 6, 28]"
81,poly,100.0,10.0,3,50,"[47, 14, 7, 27]"
82,poly,100.0,10.0,3,100,"[44, 17, 7, 27]"
83,poly,100.0,10.0,3,150,"[47, 14, 7, 27]"
84,linear,1000.0,,,50,"[50, 11, 5, 29]"
85,linear,1000.0,,,100,"[50, 11, 6, 28]"
86,linear,1000.0,,,150,"[50, 11, 6, 28]"
87,rbf,1000.0,1,,50,"[49, 12, 7, 27]"
88,rbf,1000.0,1,,100,"[46, 15, 7, 27]"
89,rbf,1000.0,1,,150,"[49, 12, 7, 27]"
90,poly,1000.0,1,2,50,"[45, 16, 7, 27]"
91,poly,1000.0,1,2,100,"[45, 16, 7, 27]"
92,poly,1000.0,1,2,150,"[45, 16, 6, 28]"
93,poly,1000.0,1,3,50,"[47, 14, 7, 27]"
94,poly,1000.0,1,3,100,"[44, 17, 7, 27]"
95,poly,1000.0,1,3,150,"[47, 14, 7, 27]"
96,rbf,1000.0,10.0,,50,"[49, 12, 7, 27]"
97,rbf,1000.0,10.0,,100,"[49, 12, 7, 27]"
98,rbf,1000.0,10.0,,150,"[49, 12, 7, 27]"
99,poly,1000.0,10.0,2,50,"[45, 16, 7, 27]"
100,poly,1000.0,10.0,2,100,"[45, 16, 7, 27]"
101,poly,1000.0,10.0,2,150,"[45, 16, 6, 28]"
102,poly,1000.0,10.0,3,50,"[47, 14, 7, 27]"
103,poly,1000.0,10.0,3,100,"[44, 17, 7, 27]"
104,poly,1000.0,10.0,3,150,"[47, 14, 7, 27]"
