,Gauss,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,1,"[46, 16, 6, 28]","[41, 20, 7, 28]","[36, 25, 8, 27]","[31, 30, 10, 25]","[39, 22, 6, 28]","[38, 23, 7, 27]","[36, 25, 11, 23]","[41, 20, 4, 30]","[42, 19, 12, 22]","[15, 46, 2, 32]"
1,0,"[48, 14, 6, 28]","[50, 11, 10, 25]","[42, 19, 8, 27]","[44, 17, 10, 25]","[44, 17, 6, 28]","[45, 16, 7, 27]","[46, 15, 10, 24]","[48, 13, 7, 27]","[42, 19, 15, 19]","[47, 14, 3, 31]"
