,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[47, 14, 8, 26]"
1,300,10,"[47, 14, 8, 26]"
2,300,15,"[50, 11, 15, 19]"
3,500,5,"[47, 14, 8, 26]"
4,500,10,"[47, 14, 8, 26]"
5,500,15,"[50, 11, 15, 19]"
