,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[45, 16, 16, 18]"
1,300,10,"[45, 16, 17, 17]"
2,300,15,"[45, 16, 17, 17]"
3,500,5,"[47, 14, 16, 18]"
4,500,10,"[45, 16, 17, 17]"
5,500,15,"[45, 16, 17, 17]"
