,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
0,linear,0.1,,,50,"[43, 18, 9, 25]"
1,linear,0.1,,,100,"[44, 17, 9, 25]"
2,linear,0.1,,,150,"[44, 17, 9, 25]"
3,rbf,0.1,1,,50,"[48, 13, 10, 24]"
4,rbf,0.1,1,,100,"[48, 13, 10, 24]"
5,rbf,0.1,1,,150,"[48, 13, 10, 24]"
6,poly,0.1,1,2,50,"[43, 18, 9, 25]"
7,poly,0.1,1,2,100,"[43, 18, 9, 25]"
8,poly,0.1,1,2,150,"[43, 18, 9, 25]"
9,poly,0.1,1,3,50,"[45, 16, 9, 25]"
10,poly,0.1,1,3,100,"[45, 16, 8, 26]"
11,poly,0.1,1,3,150,"[45, 16, 8, 26]"
12,rbf,0.1,10.0,,50,"[52, 9, 18, 16]"
13,rbf,0.1,10.0,,100,"[52, 9, 18, 16]"
14,rbf,0.1,10.0,,150,"[52, 9, 18, 16]"
15,poly,0.1,10.0,2,50,"[44, 17, 9, 25]"
16,poly,0.1,10.0,2,100,"[44, 17, 9, 25]"
17,poly,0.1,10.0,2,150,"[44, 17, 9, 25]"
18,poly,0.1,10.0,3,50,"[44, 17, 14, 20]"
19,poly,0.1,10.0,3,100,"[44, 17, 14, 20]"
20,poly,0.1,10.0,3,150,"[44, 17, 14, 20]"
21,linear,1.0,,,50,"[43, 18, 9, 25]"
22,linear,1.0,,,100,"[44, 17, 9, 25]"
23,linear,1.0,,,150,"[44, 17, 9, 25]"
24,rbf,1.0,1,,50,"[46, 15, 11, 23]"
25,rbf,1.0,1,,100,"[44, 17, 8, 26]"
26,rbf,1.0,1,,150,"[44, 17, 8, 26]"
27,poly,1.0,1,2,50,"[42, 19, 9, 25]"
28,poly,1.0,1,2,100,"[42, 19, 9, 25]"
29,poly,1.0,1,2,150,"[43, 18, 9, 25]"
30,poly,1.0,1,3,50,"[43, 18, 11, 23]"
31,poly,1.0,1,3,100,"[43, 18, 11, 23]"
32,poly,1.0,1,3,150,"[43, 18, 8, 26]"
33,rbf,1.0,10.0,,50,"[48, 13, 15, 19]"
34,rbf,1.0,10.0,,100,"[48, 13, 15, 19]"
35,rbf,1.0,10.0,,150,"[48, 13, 15, 19]"
36,poly,1.0,10.0,2,50,"[44, 17, 8, 26]"
37,poly,1.0,10.0,2,100,"[44, 17, 8, 26]"
38,poly,1.0,10.0,2,150,"[44, 17, 8, 26]"
39,poly,1.0,10.0,3,50,"[44, 17, 14, 20]"
40,poly,1.0,10.0,3,100,"[44, 17, 14, 20]"
41,poly,1.0,10.0,3,150,"[44, 17, 14, 20]"
42,linear,10.0,,,50,"[43, 18, 9, 25]"
43,linear,10.0,,,100,"[44, 17, 9, 25]"
44,linear,10.0,,,150,"[44, 17, 9, 25]"
45,rbf,10.0,1,,50,"[44, 17, 14, 20]"
46,rbf,10.0,1,,100,"[44, 17, 14, 20]"
47,rbf,10.0,1,,150,"[44, 17, 11, 23]"
48,poly,10.0,1,2,50,"[44, 17, 9, 25]"
49,poly,10.0,1,2,100,"[44, 17, 9, 25]"
50,poly,10.0,1,2,150,"[44, 17, 9, 25]"
51,poly,10.0,1,3,50,"[44, 17, 14, 20]"
52,poly,10.0,1,3,100,"[44, 17, 14, 20]"
53,poly,10.0,1,3,150,"[44, 17, 14, 20]"
54,rbf,10.0,10.0,,50,"[48, 13, 15, 19]"
55,rbf,10.0,10.0,,100,"[48, 13, 15, 19]"
56,rbf,10.0,10.0,,150,"[48, 13, 15, 19]"
