,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
57,poly,10.0,10.0,2,50,"[43, 18, 7, 27]"
58,poly,10.0,10.0,2,100,"[43, 18, 7, 27]"
59,poly,10.0,10.0,2,150,"[43, 18, 7, 27]"
60,poly,10.0,10.0,3,50,"[44, 17, 14, 20]"
61,poly,10.0,10.0,3,100,"[44, 17, 14, 20]"
62,poly,10.0,10.0,3,150,"[44, 17, 14, 20]"
63,linear,100.0,,,50,"[44, 17, 9, 25]"
64,linear,100.0,,,100,"[44, 17, 9, 25]"
65,linear,100.0,,,150,"[44, 17, 9, 25]"
66,rbf,100.0,1,,50,"[44, 17, 14, 20]"
67,rbf,100.0,1,,100,"[44, 17, 14, 20]"
68,rbf,100.0,1,,150,"[44, 17, 11, 23]"
69,poly,100.0,1,2,50,"[44, 17, 8, 26]"
70,poly,100.0,1,2,100,"[44, 17, 8, 26]"
71,poly,100.0,1,2,150,"[44, 17, 8, 26]"
72,poly,100.0,1,3,50,"[44, 17, 14, 20]"
73,poly,100.0,1,3,100,"[44, 17, 14, 20]"
74,poly,100.0,1,3,150,"[44, 17, 14, 20]"
75,rbf,100.0,10.0,,50,"[48, 13, 15, 19]"
76,rbf,100.0,10.0,,100,"[48, 13, 15, 19]"
77,rbf,100.0,10.0,,150,"[48, 13, 15, 19]"
78,poly,100.0,10.0,2,50,"[43, 18, 7, 27]"
79,poly,100.0,10.0,2,100,"[43, 18, 7, 27]"
80,poly,100.0,10.0,2,150,"[43, 18, 7, 27]"
81,poly,100.0,10.0,3,50,"[44, 17, 14, 20]"
82,poly,100.0,10.0,3,100,"[44, 17, 14, 20]"
83,poly,100.0,10.0,3,150,"[44, 17, 14, 20]"
84,linear,1000.0,,,50,"[44, 17, 9, 25]"
85,linear,1000.0,,,100,"[44, 17, 8, 26]"
86,linear,1000.0,,,150,"[44, 17, 8, 26]"
87,rbf,1000.0,1,,50,"[44, 17, 14, 20]"
88,rbf,1000.0,1,,100,"[44, 17, 14, 20]"
89,rbf,1000.0,1,,150,"[44, 17, 11, 23]"
90,poly,1000.0,1,2,50,"[43, 18, 7, 27]"
91,poly,1000.0,1,2,100,"[43, 18, 7, 27]"
92,poly,1000.0,1,2,150,"[43, 18, 7, 27]"
93,poly,1000.0,1,3,50,"[44, 17, 14, 20]"
94,poly,1000.0,1,3,100,"[44, 17, 14, 20]"
95,poly,1000.0,1,3,150,"[44, 17, 14, 20]"
96,rbf,1000.0,10.0,,50,"[48, 13, 15, 19]"
97,rbf,1000.0,10.0,,100,"[48, 13, 15, 19]"
98,rbf,1000.0,10.0,,150,"[48, 13, 15, 19]"
99,poly,1000.0,10.0,2,50,"[42, 19, 7, 27]"
100,poly,1000.0,10.0,2,100,"[42, 19, 7, 27]"
101,poly,1000.0,10.0,2,150,"[42, 19, 7, 27]"
102,poly,1000.0,10.0,3,50,"[44, 17, 14, 20]"
103,poly,1000.0,10.0,3,100,"[44, 17, 14, 20]"
104,poly,1000.0,10.0,3,150,"[44, 17, 14, 20]"
