,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
0,linear,0.1,,,50,"[49, 12, 7, 27]"
1,linear,0.1,,,100,"[49, 12, 7, 27]"
2,linear,0.1,,,150,"[49, 12, 8, 26]"
3,rbf,0.1,1,,50,"[51, 10, 10, 24]"
4,rbf,0.1,1,,100,"[51, 10, 10, 24]"
5,rbf,0.1,1,,150,"[51, 10, 10, 24]"
6,poly,0.1,1,2,50,"[49, 12, 6, 28]"
7,poly,0.1,1,2,100,"[50, 11, 6, 28]"
8,poly,0.1,1,2,150,"[50, 11, 6, 28]"
9,poly,0.1,1,3,50,"[51, 10, 7, 27]"
10,poly,0.1,1,3,100,"[51, 10, 7, 27]"
11,poly,0.1,1,3,150,"[50, 11, 7, 27]"
12,rbf,0.1,10.0,,50,"[53, 8, 19, 15]"
13,rbf,0.1,10.0,,100,"[54, 7, 24, 10]"
14,rbf,0.1,10.0,,150,"[54, 7, 24, 10]"
15,poly,0.1,10.0,2,50,"[51, 10, 7, 27]"
16,poly,0.1,10.0,2,100,"[51, 10, 7, 27]"
17,poly,0.1,10.0,2,150,"[51, 10, 7, 27]"
18,poly,0.1,10.0,3,50,"[49, 12, 8, 26]"
19,poly,0.1,10.0,3,100,"[50, 11, 8, 26]"
20,poly,0.1,10.0,3,150,"[49, 12, 8, 26]"
21,linear,1.0,,,50,"[49, 12, 8, 26]"
22,linear,1.0,,,100,"[49, 12, 8, 26]"
23,linear,1.0,,,150,"[49, 12, 8, 26]"
24,rbf,1.0,1,,50,"[51, 10, 7, 27]"
25,rbf,1.0,1,,100,"[51, 10, 7, 27]"
26,rbf,1.0,1,,150,"[51, 10, 7, 27]"
27,poly,1.0,1,2,50,"[51, 10, 7, 27]"
28,poly,1.0,1,2,100,"[51, 10, 7, 27]"
29,poly,1.0,1,2,150,"[51, 10, 7, 27]"
30,poly,1.0,1,3,50,"[49, 12, 7, 27]"
31,poly,1.0,1,3,100,"[49, 12, 8, 26]"
32,poly,1.0,1,3,150,"[49, 12, 8, 26]"
33,rbf,1.0,10.0,,50,"[51, 10, 8, 26]"
34,rbf,1.0,10.0,,100,"[51, 10, 8, 26]"
35,rbf,1.0,10.0,,150,"[51, 10, 8, 26]"
36,poly,1.0,10.0,2,50,"[50, 11, 6, 28]"
37,poly,1.0,10.0,2,100,"[50, 11, 6, 28]"
38,poly,1.0,10.0,2,150,"[50, 11, 6, 28]"
39,poly,1.0,10.0,3,50,"[49, 12, 8, 26]"
40,poly,1.0,10.0,3,100,"[50, 11, 8, 26]"
41,poly,1.0,10.0,3,150,"[49, 12, 8, 26]"
42,linear,10.0,,,50,"[49, 12, 8, 26]"
43,linear,10.0,,,100,"[49, 12, 8, 26]"
44,linear,10.0,,,150,"[49, 12, 8, 26]"
45,rbf,10.0,1,,50,"[51, 10, 8, 26]"
46,rbf,10.0,1,,100,"[51, 10, 8, 26]"
47,rbf,10.0,1,,150,"[51, 10, 8, 26]"
48,poly,10.0,1,2,50,"[51, 10, 7, 27]"
49,poly,10.0,1,2,100,"[51, 10, 7, 27]"
50,poly,10.0,1,2,150,"[51, 10, 7, 27]"
51,poly,10.0,1,3,50,"[49, 12, 8, 26]"
52,poly,10.0,1,3,100,"[50, 11, 8, 26]"
53,poly,10.0,1,3,150,"[49, 12, 8, 26]"
54,rbf,10.0,10.0,,50,"[51, 10, 8, 26]"
55,rbf,10.0,10.0,,100,"[51, 10, 8, 26]"
56,rbf,10.0,10.0,,150,"[51, 10, 8, 26]"
57,poly,10.0,10.0,2,50,"[50, 11, 4, 30]"
58,poly,10.0,10.0,2,100,"[50, 11, 4, 30]"
59,poly,10.0,10.0,2,150,"[50, 11, 4, 30]"
60,poly,10.0,10.0,3,50,"[49, 12, 8, 26]"
61,poly,10.0,10.0,3,100,"[50, 11, 8, 26]"
62,poly,10.0,10.0,3,150,"[49, 12, 8, 26]"
63,linear,100.0,,,50,"[49, 12, 8, 26]"
64,linear,100.0,,,100,"[49, 12, 8, 26]"
65,linear,100.0,,,150,"[49, 12, 8, 26]"
66,rbf,100.0,1,,50,"[51, 10, 8, 26]"
67,rbf,100.0,1,,100,"[51, 10, 8, 26]"
68,rbf,100.0,1,,150,"[51, 10, 8, 26]"
69,poly,100.0,1,2,50,"[50, 11, 6, 28]"
70,poly,100.0,1,2,100,"[50, 11, 6, 28]"
71,poly,100.0,1,2,150,"[50, 11, 6, 28]"
72,poly,100.0,1,3,50,"[49, 12, 8, 26]"
73,poly,100.0,1,3,100,"[50, 11, 8, 26]"
74,poly,100.0,1,3,150,"[49, 12, 8, 26]"
75,rbf,100.0,10.0,,50,"[51, 10, 8, 26]"
76,rbf,100.0,10.0,,100,"[51, 10, 8, 26]"
77,rbf,100.0,10.0,,150,"[51, 10, 8, 26]"
78,poly,100.0,10.0,2,50,"[50, 11, 6, 28]"
79,poly,100.0,10.0,2,100,"[50, 11, 5, 29]"
