,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[53, 9, 8, 26]"
1,300,10,"[52, 10, 9, 25]"
2,300,15,"[52, 10, 13, 21]"
3,500,5,"[52, 10, 9, 25]"
4,500,10,"[52, 10, 9, 25]"
5,500,15,"[52, 10, 13, 21]"
