,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
0,linear,0.1,,,50,"[47, 15, 8, 26]"
1,linear,0.1,,,100,"[47, 15, 8, 26]"
2,linear,0.1,,,150,"[47, 15, 8, 26]"
3,rbf,0.1,1,,50,"[49, 13, 12, 22]"
4,rbf,0.1,1,,100,"[49, 13, 12, 22]"
5,rbf,0.1,1,,150,"[49, 13, 13, 21]"
6,poly,0.1,1,2,50,"[47, 15, 8, 26]"
7,poly,0.1,1,2,100,"[46, 16, 8, 26]"
8,poly,0.1,1,2,150,"[46, 16, 8, 26]"
9,poly,0.1,1,3,50,"[46, 16, 8, 26]"
10,poly,0.1,1,3,100,"[46, 16, 8, 26]"
11,poly,0.1,1,3,150,"[47, 15, 9, 25]"
12,rbf,0.1,10.0,,50,"[56, 6, 22, 12]"
13,rbf,0.1,10.0,,100,"[56, 6, 22, 12]"
14,rbf,0.1,10.0,,150,"[58, 4, 28, 6]"
15,poly,0.1,10.0,2,50,"[47, 15, 8, 26]"
16,poly,0.1,10.0,2,100,"[47, 15, 8, 26]"
17,poly,0.1,10.0,2,150,"[47, 15, 8, 26]"
18,poly,0.1,10.0,3,50,"[47, 15, 9, 25]"
19,poly,0.1,10.0,3,100,"[47, 15, 9, 25]"
20,poly,0.1,10.0,3,150,"[47, 15, 9, 25]"
21,linear,1.0,,,50,"[47, 15, 9, 25]"
22,linear,1.0,,,100,"[48, 14, 9, 25]"
23,linear,1.0,,,150,"[48, 14, 9, 25]"
24,rbf,1.0,1,,50,"[49, 13, 9, 25]"
25,rbf,1.0,1,,100,"[49, 13, 9, 25]"
26,rbf,1.0,1,,150,"[49, 13, 9, 25]"
27,poly,1.0,1,2,50,"[48, 14, 8, 26]"
28,poly,1.0,1,2,100,"[48, 14, 8, 26]"
29,poly,1.0,1,2,150,"[48, 14, 8, 26]"
30,poly,1.0,1,3,50,"[47, 15, 9, 25]"
31,poly,1.0,1,3,100,"[49, 13, 9, 25]"
32,poly,1.0,1,3,150,"[48, 14, 9, 25]"
33,rbf,1.0,10.0,,50,"[49, 13, 9, 25]"
34,rbf,1.0,10.0,,100,"[49, 13, 9, 25]"
35,rbf,1.0,10.0,,150,"[49, 13, 9, 25]"
36,poly,1.0,10.0,2,50,"[49, 13, 8, 26]"
37,poly,1.0,10.0,2,100,"[49, 13, 9, 25]"
38,poly,1.0,10.0,2,150,"[48, 14, 9, 25]"
39,poly,1.0,10.0,3,50,"[47, 15, 9, 25]"
40,poly,1.0,10.0,3,100,"[47, 15, 9, 25]"
41,poly,1.0,10.0,3,150,"[47, 15, 9, 25]"
42,linear,10.0,,,50,"[47, 15, 9, 25]"
43,linear,10.0,,,100,"[48, 14, 9, 25]"
44,linear,10.0,,,150,"[48, 14, 9, 25]"
45,rbf,10.0,1,,50,"[49, 13, 9, 25]"
46,rbf,10.0,1,,100,"[49, 13, 9, 25]"
47,rbf,10.0,1,,150,"[49, 13, 9, 25]"
48,poly,10.0,1,2,50,"[47, 15, 8, 26]"
49,poly,10.0,1,2,100,"[47, 15, 8, 26]"
50,poly,10.0,1,2,150,"[47, 15, 8, 26]"
51,poly,10.0,1,3,50,"[48, 14, 9, 25]"
52,poly,10.0,1,3,100,"[48, 14, 9, 25]"
53,poly,10.0,1,3,150,"[48, 14, 9, 25]"
54,rbf,10.0,10.0,,50,"[49, 13, 9, 25]"
55,rbf,10.0,10.0,,100,"[49, 13, 9, 25]"
56,rbf,10.0,10.0,,150,"[49, 13, 9, 25]"
57,poly,10.0,10.0,2,50,"[48, 14, 10, 24]"
58,poly,10.0,10.0,2,100,"[47, 15, 10, 24]"
59,poly,10.0,10.0,2,150,"[47, 15, 8, 26]"
60,poly,10.0,10.0,3,50,"[47, 15, 11, 23]"
61,poly,10.0,10.0,3,100,"[47, 15, 9, 25]"
62,poly,10.0,10.0,3,150,"[47, 15, 9, 25]"
63,linear,100.0,,,50,"[48, 14, 9, 25]"
64,linear,100.0,,,100,"[48, 14, 9, 25]"
65,linear,100.0,,,150,"[48, 14, 9, 25]"
66,rbf,100.0,1,,50,"[49, 13, 9, 25]"
67,rbf,100.0,1,,100,"[49, 13, 9, 25]"
68,rbf,100.0,1,,150,"[49, 13, 9, 25]"
69,poly,100.0,1,2,50,"[49, 13, 9, 25]"
70,poly,100.0,1,2,100,"[48, 14, 9, 25]"
71,poly,100.0,1,2,150,"[48, 14, 9, 25]"
72,poly,100.0,1,3,50,"[48, 14, 9, 25]"
73,poly,100.0,1,3,100,"[48, 14, 9, 25]"
74,poly,100.0,1,3,150,"[47, 15, 9, 25]"
75,rbf,100.0,10.0,,50,"[49, 13, 9, 25]"
76,rbf,100.0,10.0,,100,"[49, 13, 9, 25]"
77,rbf,100.0,10.0,,150,"[49, 13, 9, 25]"
78,poly,100.0,10.0,2,50,"[49, 13, 8, 26]"
79,poly,100.0,10.0,2,100,"[48, 14, 10, 24]"
80,poly,100.0,10.0,2,150,"[47, 15, 10, 24]"
81,poly,100.0,10.0,3,50,"[47, 15, 9, 25]"
82,poly,100.0,10.0,3,100,"[47, 15, 9, 25]"
83,poly,100.0,10.0,3,150,"[47, 15, 9, 25]"
84,linear,1000.0,,,50,"[46, 16, 7, 27]"
85,linear,1000.0,,,100,"[48, 14, 9, 25]"
86,linear,1000.0,,,150,"[47, 15, 8, 26]"
87,rbf,1000.0,1,,50,"[49, 13, 9, 25]"
88,rbf,1000.0,1,,100,"[49, 13, 9, 25]"
89,rbf,1000.0,1,,150,"[49, 13, 9, 25]"
90,poly,1000.0,1,2,50,"[48, 14, 8, 26]"
91,poly,1000.0,1,2,100,"[47, 15, 10, 24]"
92,poly,1000.0,1,2,150,"[47, 15, 10, 24]"
93,poly,1000.0,1,3,50,"[47, 15, 9, 25]"
94,poly,1000.0,1,3,100,"[47, 15, 9, 25]"
95,poly,1000.0,1,3,150,"[47, 15, 9, 25]"
96,rbf,1000.0,10.0,,50,"[49, 13, 9, 25]"
97,rbf,1000.0,10.0,,100,"[49, 13, 9, 25]"
98,rbf,1000.0,10.0,,150,"[49, 13, 9, 25]"
99,poly,1000.0,10.0,2,50,"[47, 15, 7, 27]"
100,poly,1000.0,10.0,2,100,"[47, 15, 10, 24]"
101,poly,1000.0,10.0,2,150,"[47, 15, 10, 24]"
102,poly,1000.0,10.0,3,50,"[47, 15, 9, 25]"
103,poly,1000.0,10.0,3,100,"[47, 15, 9, 25]"
104,poly,1000.0,10.0,3,150,"[47, 15, 9, 25]"
