,Gauss,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,1,"[44, 18, 8, 26]","[33, 28, 8, 27]","[40, 21, 8, 27]","[49, 12, 7, 28]","[45, 16, 5, 29]","[40, 21, 7, 27]","[35, 26, 4, 30]","[40, 21, 9, 25]","[19, 42, 3, 31]","[35, 26, 5, 29]"
1,0,"[46, 16, 9, 25]","[43, 18, 9, 26]","[50, 11, 6, 29]","[50, 11, 10, 25]","[50, 11, 4, 30]","[47, 14, 8, 26]","[44, 17, 8, 26]","[43, 18, 7, 27]","[44, 17, 12, 22]","[41, 20, 7, 27]"
