,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[54, 7, 9, 26]"
1,300,10,"[51, 10, 8, 27]"
2,300,15,"[51, 10, 8, 27]"
3,500,5,"[54, 7, 9, 26]"
4,500,10,"[51, 10, 8, 27]"
5,500,15,"[51, 10, 8, 27]"
