,Kernel,C,Gamma,Degree,Estimators,Learning Rate,Confusion Matrix
214,poly,100.0,1,2,150,0.75,"[51, 10, 22, 12]"
215,poly,100.0,1,2,150,1.0,"[51, 10, 23, 11]"
216,poly,100.0,1,3,50,0.5,"[47, 14, 17, 17]"
217,poly,100.0,1,3,50,0.75,"[47, 14, 17, 17]"
218,poly,100.0,1,3,50,1.0,"[47, 14, 20, 14]"
219,poly,100.0,1,3,100,0.5,"[47, 14, 18, 16]"
220,poly,100.0,1,3,100,0.75,"[49, 12, 18, 16]"
221,poly,100.0,1,3,100,1.0,"[47, 14, 18, 16]"
222,poly,100.0,1,3,150,0.5,"[47, 14, 18, 16]"
223,poly,100.0,1,3,150,0.75,"[49, 12, 17, 17]"
224,poly,100.0,1,3,150,1.0,"[47, 14, 18, 16]"
225,rbf,100.0,10.0,,50,0.5,"[59, 2, 34, 0]"
226,rbf,100.0,10.0,,50,0.75,"[61, 0, 34, 0]"
227,rbf,100.0,10.0,,50,1.0,"[32, 29, 10, 24]"
228,rbf,100.0,10.0,,100,0.5,"[59, 2, 34, 0]"
229,rbf,100.0,10.0,,100,0.75,"[61, 0, 34, 0]"
230,rbf,100.0,10.0,,100,1.0,"[32, 29, 10, 24]"
231,rbf,100.0,10.0,,150,0.5,"[59, 2, 34, 0]"
232,rbf,100.0,10.0,,150,0.75,"[61, 0, 34, 0]"
233,rbf,100.0,10.0,,150,1.0,"[32, 29, 10, 24]"
234,poly,100.0,10.0,2,50,0.5,"[50, 11, 22, 12]"
235,poly,100.0,10.0,2,50,0.75,"[49, 12, 19, 15]"
236,poly,100.0,10.0,2,50,1.0,"[46, 15, 22, 12]"
237,poly,100.0,10.0,2,100,0.5,"[50, 11, 22, 12]"
238,poly,100.0,10.0,2,100,0.75,"[49, 12, 19, 15]"
239,poly,100.0,10.0,2,100,1.0,"[46, 15, 22, 12]"
240,poly,100.0,10.0,2,150,0.5,"[50, 11, 22, 12]"
241,poly,100.0,10.0,2,150,0.75,"[49, 12, 19, 15]"
242,poly,100.0,10.0,2,150,1.0,"[46, 15, 22, 12]"
243,poly,100.0,10.0,3,50,0.5,"[44, 17, 21, 13]"
244,poly,100.0,10.0,3,50,0.75,"[43, 18, 20, 14]"
245,poly,100.0,10.0,3,50,1.0,"[47, 14, 20, 14]"
246,poly,100.0,10.0,3,100,0.5,"[44, 17, 21, 13]"
247,poly,100.0,10.0,3,100,0.75,"[43, 18, 20, 14]"
248,poly,100.0,10.0,3,100,1.0,"[47, 14, 20, 14]"
249,poly,100.0,10.0,3,150,0.5,"[44, 17, 21, 13]"
250,poly,100.0,10.0,3,150,0.75,"[43, 18, 20, 14]"
251,poly,100.0,10.0,3,150,1.0,"[47, 14, 20, 14]"
252,linear,1000.0,,,50,0.5,"[55, 6, 20, 14]"
253,linear,1000.0,,,50,0.75,"[58, 3, 26, 8]"
254,linear,1000.0,,,50,1.0,"[58, 3, 26, 8]"
255,linear,1000.0,,,100,0.5,"[55, 6, 20, 14]"
256,linear,1000.0,,,100,0.75,"[58, 3, 26, 8]"
257,linear,1000.0,,,100,1.0,"[58, 3, 26, 8]"
258,linear,1000.0,,,150,0.5,"[55, 6, 20, 14]"
259,linear,1000.0,,,150,0.75,"[58, 3, 26, 8]"
260,linear,1000.0,,,150,1.0,"[58, 3, 26, 8]"
261,rbf,1000.0,1,,50,0.5,"[48, 13, 20, 14]"
262,rbf,1000.0,1,,50,0.75,"[49, 12, 18, 16]"
263,rbf,1000.0,1,,50,1.0,"[48, 13, 19, 15]"
264,rbf,1000.0,1,,100,0.5,"[48, 13, 20, 14]"
265,rbf,1000.0,1,,100,0.75,"[49, 12, 18, 16]"
266,rbf,1000.0,1,,100,1.0,"[48, 13, 19, 15]"
267,rbf,1000.0,1,,150,0.5,"[48, 13, 21, 13]"
268,rbf,1000.0,1,,150,0.75,"[49, 12, 18, 16]"
269,rbf,1000.0,1,,150,1.0,"[48, 13, 19, 15]"
270,poly,1000.0,1,2,50,0.5,"[49, 12, 17, 17]"
271,poly,1000.0,1,2,50,0.75,"[50, 11, 21, 13]"
272,poly,1000.0,1,2,50,1.0,"[48, 13, 19, 15]"
273,poly,1000.0,1,2,100,0.5,"[49, 12, 17, 17]"
274,poly,1000.0,1,2,100,0.75,"[50, 11, 21, 13]"
275,poly,1000.0,1,2,100,1.0,"[48, 13, 19, 15]"
276,poly,1000.0,1,2,150,0.5,"[49, 12, 17, 17]"
277,poly,1000.0,1,2,150,0.75,"[50, 11, 21, 13]"
278,poly,1000.0,1,2,150,1.0,"[48, 13, 19, 15]"
279,poly,1000.0,1,3,50,0.5,"[45, 16, 15, 19]"
280,poly,1000.0,1,3,50,0.75,"[44, 17, 16, 18]"
281,poly,1000.0,1,3,50,1.0,"[50, 11, 18, 16]"
282,poly,1000.0,1,3,100,0.5,"[46, 15, 16, 18]"
283,poly,1000.0,1,3,100,0.75,"[44, 17, 16, 18]"
284,poly,1000.0,1,3,100,1.0,"[48, 13, 17, 17]"
285,poly,1000.0,1,3,150,0.5,"[45, 16, 16, 18]"
286,poly,1000.0,1,3,150,0.75,"[44, 17, 16, 18]"
287,poly,1000.0,1,3,150,1.0,"[48, 13, 17, 17]"
288,rbf,1000.0,10.0,,50,0.5,"[49, 12, 22, 12]"
289,rbf,1000.0,10.0,,50,0.75,"[49, 12, 22, 12]"
290,rbf,1000.0,10.0,,50,1.0,"[49, 12, 22, 12]"
291,rbf,1000.0,10.0,,100,0.5,"[49, 12, 22, 12]"
292,rbf,1000.0,10.0,,100,0.75,"[49, 12, 22, 12]"
293,rbf,1000.0,10.0,,100,1.0,"[49, 12, 22, 12]"
294,rbf,1000.0,10.0,,150,0.5,"[49, 12, 22, 12]"
295,rbf,1000.0,10.0,,150,0.75,"[49, 12, 22, 12]"
296,rbf,1000.0,10.0,,150,1.0,"[49, 12, 22, 12]"
297,poly,1000.0,10.0,2,50,0.5,"[37, 24, 19, 15]"
298,poly,1000.0,10.0,2,50,0.75,"[52, 9, 27, 7]"
299,poly,1000.0,10.0,2,50,1.0,"[47, 14, 20, 14]"
300,poly,1000.0,10.0,2,100,0.5,"[37, 24, 19, 15]"
301,poly,1000.0,10.0,2,100,0.75,"[52, 9, 27, 7]"
302,poly,1000.0,10.0,2,100,1.0,"[47, 14, 20, 14]"
303,poly,1000.0,10.0,2,150,0.5,"[37, 24, 19, 15]"
304,poly,1000.0,10.0,2,150,0.75,"[52, 9, 27, 7]"
305,poly,1000.0,10.0,2,150,1.0,"[47, 14, 20, 14]"
306,poly,1000.0,10.0,3,50,0.5,"[43, 18, 17, 17]"
307,poly,1000.0,10.0,3,50,0.75,"[47, 14, 16, 18]"
308,poly,1000.0,10.0,3,50,1.0,"[47, 14, 20, 14]"
309,poly,1000.0,10.0,3,100,0.5,"[43, 18, 17, 17]"
310,poly,1000.0,10.0,3,100,0.75,"[47, 14, 16, 18]"
311,poly,1000.0,10.0,3,100,1.0,"[47, 14, 20, 14]"
312,poly,1000.0,10.0,3,150,0.5,"[43, 18, 17, 17]"
313,poly,1000.0,10.0,3,150,0.75,"[47, 14, 16, 18]"
314,poly,1000.0,10.0,3,150,1.0,"[47, 14, 20, 14]"
