,Alpha,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,"[50, 12, 9, 25]","[49, 12, 9, 26]","[44, 17, 12, 23]","[43, 18, 15, 20]","[45, 16, 8, 26]","[45, 16, 9, 25]","[50, 11, 9, 25]","[49, 12, 9, 25]","[44, 17, 17, 17]","[48, 13, 5, 29]"
1,0.001,"[50, 12, 9, 25]","[49, 12, 9, 26]","[44, 17, 12, 23]","[44, 17, 15, 20]","[46, 15, 9, 25]","[45, 16, 8, 26]","[49, 12, 9, 25]","[49, 12, 9, 25]","[44, 17, 17, 17]","[48, 13, 5, 29]"
2,0.01,"[50, 12, 8, 26]","[49, 12, 8, 27]","[43, 18, 11, 24]","[44, 17, 11, 24]","[45, 16, 8, 26]","[43, 18, 8, 26]","[47, 14, 10, 24]","[47, 14, 8, 26]","[44, 17, 15, 19]","[48, 13, 6, 28]"
