,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
42,linear,10.0,,,50,"[50, 11, 7, 28]"
43,linear,10.0,,,100,"[50, 11, 7, 28]"
44,linear,10.0,,,150,"[50, 11, 7, 28]"
45,rbf,10.0,1,,50,"[48, 13, 7, 28]"
46,rbf,10.0,1,,100,"[47, 14, 7, 28]"
47,rbf,10.0,1,,150,"[48, 13, 7, 28]"
48,poly,10.0,1,2,50,"[49, 12, 7, 28]"
49,poly,10.0,1,2,100,"[50, 11, 7, 28]"
50,poly,10.0,1,2,150,"[50, 11, 7, 28]"
51,poly,10.0,1,3,50,"[47, 14, 7, 28]"
52,poly,10.0,1,3,100,"[46, 15, 7, 28]"
53,poly,10.0,1,3,150,"[47, 14, 7, 28]"
54,rbf,10.0,10.0,,50,"[50, 11, 7, 28]"
55,rbf,10.0,10.0,,100,"[50, 11, 7, 28]"
56,rbf,10.0,10.0,,150,"[50, 11, 7, 28]"
57,poly,10.0,10.0,2,50,"[46, 15, 6, 29]"
58,poly,10.0,10.0,2,100,"[46, 15, 6, 29]"
59,poly,10.0,10.0,2,150,"[46, 15, 6, 29]"
60,poly,10.0,10.0,3,50,"[47, 14, 7, 28]"
61,poly,10.0,10.0,3,100,"[46, 15, 7, 28]"
62,poly,10.0,10.0,3,150,"[47, 14, 7, 28]"
63,linear,100.0,,,50,"[50, 11, 7, 28]"
64,linear,100.0,,,100,"[50, 11, 7, 28]"
65,linear,100.0,,,150,"[50, 11, 7, 28]"
66,rbf,100.0,1,,50,"[48, 13, 7, 28]"
67,rbf,100.0,1,,100,"[47, 14, 7, 28]"
68,rbf,100.0,1,,150,"[48, 13, 7, 28]"
69,poly,100.0,1,2,50,"[48, 13, 7, 28]"
70,poly,100.0,1,2,100,"[48, 13, 7, 28]"
71,poly,100.0,1,2,150,"[48, 13, 7, 28]"
72,poly,100.0,1,3,50,"[47, 14, 7, 28]"
73,poly,100.0,1,3,100,"[46, 15, 7, 28]"
74,poly,100.0,1,3,150,"[47, 14, 7, 28]"
75,rbf,100.0,10.0,,50,"[50, 11, 7, 28]"
76,rbf,100.0,10.0,,100,"[50, 11, 7, 28]"
77,rbf,100.0,10.0,,150,"[50, 11, 7, 28]"
78,poly,100.0,10.0,2,50,"[45, 16, 6, 29]"
79,poly,100.0,10.0,2,100,"[45, 16, 6, 29]"
80,poly,100.0,10.0,2,150,"[46, 15, 6, 29]"
81,poly,100.0,10.0,3,50,"[47, 14, 7, 28]"
82,poly,100.0,10.0,3,100,"[46, 15, 7, 28]"
83,poly,100.0,10.0,3,150,"[47, 14, 7, 28]"
84,linear,1000.0,,,50,"[49, 12, 7, 28]"
85,linear,1000.0,,,100,"[49, 12, 7, 28]"
86,linear,1000.0,,,150,"[49, 12, 7, 28]"
87,rbf,1000.0,1,,50,"[48, 13, 7, 28]"
88,rbf,1000.0,1,,100,"[47, 14, 7, 28]"
89,rbf,1000.0,1,,150,"[48, 13, 7, 28]"
90,poly,1000.0,1,2,50,"[45, 16, 6, 29]"
91,poly,1000.0,1,2,100,"[46, 15, 6, 29]"
92,poly,1000.0,1,2,150,"[46, 15, 6, 29]"
93,poly,1000.0,1,3,50,"[47, 14, 7, 28]"
94,poly,1000.0,1,3,100,"[46, 15, 7, 28]"
95,poly,1000.0,1,3,150,"[47, 14, 7, 28]"
96,rbf,1000.0,10.0,,50,"[50, 11, 7, 28]"
97,rbf,1000.0,10.0,,100,"[50, 11, 7, 28]"
98,rbf,1000.0,10.0,,150,"[50, 11, 7, 28]"
99,poly,1000.0,10.0,2,50,"[45, 16, 6, 29]"
100,poly,1000.0,10.0,2,100,"[46, 15, 6, 29]"
101,poly,1000.0,10.0,2,150,"[46, 15, 6, 29]"
102,poly,1000.0,10.0,3,50,"[47, 14, 7, 28]"
103,poly,1000.0,10.0,3,100,"[46, 15, 7, 28]"
104,poly,1000.0,10.0,3,150,"[47, 14, 7, 28]"
