,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[49, 12, 15, 19]"
1,300,10,"[47, 14, 13, 21]"
2,300,15,"[46, 15, 16, 18]"
3,500,5,"[49, 12, 15, 19]"
4,500,10,"[47, 14, 14, 20]"
5,500,15,"[47, 14, 16, 18]"
