,Alpha,L1 ratio,Confusion Matrix
0,0.0001,0.0,"[55, 6, 30, 4]"
1,0.0001,0.1,"[55, 6, 30, 4]"
2,0.0001,0.2,"[55, 6, 30, 4]"
3,0.001,0.0,"[42, 19, 11, 23]"
4,0.001,0.1,"[43, 18, 12, 22]"
5,0.001,0.2,"[43, 18, 12, 22]"
