,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
0,linear,0.1,,,50,"[49, 12, 15, 19]"
1,linear,0.1,,,100,"[49, 12, 15, 19]"
2,linear,0.1,,,150,"[49, 12, 15, 19]"
3,rbf,0.1,1,,50,"[51, 10, 19, 15]"
4,rbf,0.1,1,,100,"[52, 9, 20, 14]"
5,rbf,0.1,1,,150,"[52, 9, 20, 14]"
6,poly,0.1,1,2,50,"[50, 11, 15, 19]"
7,poly,0.1,1,2,100,"[49, 12, 15, 19]"
8,poly,0.1,1,2,150,"[49, 12, 15, 19]"
9,poly,0.1,1,3,50,"[48, 13, 15, 19]"
10,poly,0.1,1,3,100,"[48, 13, 15, 19]"
11,poly,0.1,1,3,150,"[48, 13, 15, 19]"
12,rbf,0.1,10.0,,50,"[56, 5, 25, 9]"
13,rbf,0.1,10.0,,100,"[56, 5, 25, 9]"
14,rbf,0.1,10.0,,150,"[56, 5, 25, 9]"
15,poly,0.1,10.0,2,50,"[49, 12, 15, 19]"
16,poly,0.1,10.0,2,100,"[49, 12, 15, 19]"
17,poly,0.1,10.0,2,150,"[48, 13, 15, 19]"
18,poly,0.1,10.0,3,50,"[49, 12, 15, 19]"
19,poly,0.1,10.0,3,100,"[49, 12, 16, 18]"
20,poly,0.1,10.0,3,150,"[49, 12, 16, 18]"
21,linear,1.0,,,50,"[49, 12, 15, 19]"
22,linear,1.0,,,100,"[49, 12, 15, 19]"
23,linear,1.0,,,150,"[49, 12, 15, 19]"
24,rbf,1.0,1,,50,"[49, 12, 15, 19]"
25,rbf,1.0,1,,100,"[49, 12, 15, 19]"
26,rbf,1.0,1,,150,"[49, 12, 15, 19]"
27,poly,1.0,1,2,50,"[49, 12, 15, 19]"
28,poly,1.0,1,2,100,"[49, 12, 15, 19]"
29,poly,1.0,1,2,150,"[49, 12, 15, 19]"
30,poly,1.0,1,3,50,"[49, 12, 15, 19]"
31,poly,1.0,1,3,100,"[49, 12, 15, 19]"
32,poly,1.0,1,3,150,"[49, 12, 15, 19]"
33,rbf,1.0,10.0,,50,"[49, 12, 16, 18]"
34,rbf,1.0,10.0,,100,"[49, 12, 16, 18]"
35,rbf,1.0,10.0,,150,"[49, 12, 16, 18]"
36,poly,1.0,10.0,2,50,"[48, 13, 15, 19]"
37,poly,1.0,10.0,2,100,"[47, 14, 14, 20]"
