,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
38,poly,1.0,10.0,2,150,"[47, 14, 14, 20]"
39,poly,1.0,10.0,3,50,"[49, 12, 15, 19]"
40,poly,1.0,10.0,3,100,"[49, 12, 15, 19]"
41,poly,1.0,10.0,3,150,"[49, 12, 15, 19]"
42,linear,10.0,,,50,"[49, 12, 15, 19]"
43,linear,10.0,,,100,"[50, 11, 15, 19]"
44,linear,10.0,,,150,"[49, 12, 15, 19]"
45,rbf,10.0,1,,50,"[49, 12, 16, 18]"
46,rbf,10.0,1,,100,"[49, 12, 16, 18]"
47,rbf,10.0,1,,150,"[49, 12, 16, 18]"
48,poly,10.0,1,2,50,"[49, 12, 15, 19]"
49,poly,10.0,1,2,100,"[49, 12, 15, 19]"
50,poly,10.0,1,2,150,"[48, 13, 15, 19]"
51,poly,10.0,1,3,50,"[49, 12, 15, 19]"
52,poly,10.0,1,3,100,"[49, 12, 16, 18]"
53,poly,10.0,1,3,150,"[49, 12, 16, 18]"
54,rbf,10.0,10.0,,50,"[49, 12, 16, 18]"
55,rbf,10.0,10.0,,100,"[49, 12, 16, 18]"
56,rbf,10.0,10.0,,150,"[49, 12, 16, 18]"
57,poly,10.0,10.0,2,50,"[47, 14, 13, 21]"
58,poly,10.0,10.0,2,100,"[48, 13, 13, 21]"
59,poly,10.0,10.0,2,150,"[47, 14, 14, 20]"
60,poly,10.0,10.0,3,50,"[49, 12, 15, 19]"
61,poly,10.0,10.0,3,100,"[49, 12, 16, 18]"
62,poly,10.0,10.0,3,150,"[49, 12, 15, 19]"
63,linear,100.0,,,50,"[49, 12, 15, 19]"
64,linear,100.0,,,100,"[50, 11, 15, 19]"
65,linear,100.0,,,150,"[49, 12, 15, 19]"
66,rbf,100.0,1,,50,"[49, 12, 16, 18]"
67,rbf,100.0,1,,100,"[49, 12, 16, 18]"
68,rbf,100.0,1,,150,"[49, 12, 16, 18]"
69,poly,100.0,1,2,50,"[47, 14, 14, 20]"
70,poly,100.0,1,2,100,"[47, 14, 14, 20]"
71,poly,100.0,1,2,150,"[47, 14, 14, 20]"
72,poly,100.0,1,3,50,"[49, 12, 15, 19]"
73,poly,100.0,1,3,100,"[49, 12, 16, 18]"
74,poly,100.0,1,3,150,"[49, 12, 16, 18]"
75,rbf,100.0,10.0,,50,"[49, 12, 16, 18]"
76,rbf,100.0,10.0,,100,"[49, 12, 16, 18]"
77,rbf,100.0,10.0,,150,"[49, 12, 16, 18]"
78,poly,100.0,10.0,2,50,"[48, 13, 13, 21]"
79,poly,100.0,10.0,2,100,"[47, 14, 13, 21]"
80,poly,100.0,10.0,2,150,"[48, 13, 13, 21]"
81,poly,100.0,10.0,3,50,"[49, 12, 15, 19]"
82,poly,100.0,10.0,3,100,"[49, 12, 16, 18]"
83,poly,100.0,10.0,3,150,"[49, 12, 15, 19]"
84,linear,1000.0,,,50,"[49, 12, 17, 17]"
85,linear,1000.0,,,100,"[49, 12, 15, 19]"
86,linear,1000.0,,,150,"[49, 12, 15, 19]"
87,rbf,1000.0,1,,50,"[49, 12, 16, 18]"
88,rbf,1000.0,1,,100,"[49, 12, 16, 18]"
89,rbf,1000.0,1,,150,"[49, 12, 16, 18]"
90,poly,1000.0,1,2,50,"[48, 13, 13, 21]"
91,poly,1000.0,1,2,100,"[48, 13, 14, 20]"
92,poly,1000.0,1,2,150,"[48, 13, 14, 20]"
93,poly,1000.0,1,3,50,"[49, 12, 15, 19]"
94,poly,1000.0,1,3,100,"[49, 12, 16, 18]"
95,poly,1000.0,1,3,150,"[49, 12, 15, 19]"
96,rbf,1000.0,10.0,,50,"[49, 12, 16, 18]"
97,rbf,1000.0,10.0,,100,"[49, 12, 16, 18]"
98,rbf,1000.0,10.0,,150,"[49, 12, 16, 18]"
99,poly,1000.0,10.0,2,50,"[47, 14, 13, 21]"
100,poly,1000.0,10.0,2,100,"[48, 13, 13, 21]"
101,poly,1000.0,10.0,2,150,"[48, 13, 13, 21]"
102,poly,1000.0,10.0,3,50,"[49, 12, 15, 19]"
103,poly,1000.0,10.0,3,100,"[49, 12, 15, 19]"
104,poly,1000.0,10.0,3,150,"[49, 12, 15, 19]"
