,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
49,poly,10.0,1,2,100,"[43, 19, 9, 25]"
50,poly,10.0,1,2,150,"[43, 19, 9, 25]"
51,poly,10.0,1,3,50,"[40, 22, 7, 27]"
52,poly,10.0,1,3,100,"[40, 22, 7, 27]"
53,poly,10.0,1,3,150,"[40, 22, 7, 27]"
54,rbf,10.0,10.0,,50,"[41, 21, 8, 26]"
55,rbf,10.0,10.0,,100,"[41, 21, 9, 25]"
56,rbf,10.0,10.0,,150,"[41, 21, 11, 23]"
57,poly,10.0,10.0,2,50,"[42, 20, 6, 28]"
58,poly,10.0,10.0,2,100,"[41, 21, 8, 26]"
59,poly,10.0,10.0,2,150,"[41, 21, 8, 26]"
60,poly,10.0,10.0,3,50,"[40, 22, 7, 27]"
61,poly,10.0,10.0,3,100,"[41, 21, 7, 27]"
62,poly,10.0,10.0,3,150,"[40, 22, 7, 27]"
63,linear,100.0,,,50,"[45, 17, 8, 26]"
64,linear,100.0,,,100,"[45, 17, 9, 25]"
65,linear,100.0,,,150,"[43, 19, 8, 26]"
66,rbf,100.0,1,,50,"[41, 21, 8, 26]"
67,rbf,100.0,1,,100,"[41, 21, 8, 26]"
68,rbf,100.0,1,,150,"[41, 21, 8, 26]"
69,poly,100.0,1,2,50,"[42, 20, 8, 26]"
70,poly,100.0,1,2,100,"[42, 20, 8, 26]"
71,poly,100.0,1,2,150,"[42, 20, 8, 26]"
72,poly,100.0,1,3,50,"[40, 22, 7, 27]"
73,poly,100.0,1,3,100,"[41, 21, 7, 27]"
74,poly,100.0,1,3,150,"[40, 22, 7, 27]"
75,rbf,100.0,10.0,,50,"[41, 21, 8, 26]"
76,rbf,100.0,10.0,,100,"[41, 21, 9, 25]"
77,rbf,100.0,10.0,,150,"[41, 21, 11, 23]"
78,poly,100.0,10.0,2,50,"[40, 22, 8, 26]"
79,poly,100.0,10.0,2,100,"[41, 21, 8, 26]"
80,poly,100.0,10.0,2,150,"[41, 21, 8, 26]"
81,poly,100.0,10.0,3,50,"[40, 22, 7, 27]"
82,poly,100.0,10.0,3,100,"[41, 21, 7, 27]"
83,poly,100.0,10.0,3,150,"[40, 22, 7, 27]"
84,linear,1000.0,,,50,"[45, 17, 8, 26]"
85,linear,1000.0,,,100,"[44, 18, 8, 26]"
86,linear,1000.0,,,150,"[45, 17, 9, 25]"
87,rbf,1000.0,1,,50,"[41, 21, 8, 26]"
88,rbf,1000.0,1,,100,"[41, 21, 8, 26]"
89,rbf,1000.0,1,,150,"[41, 21, 8, 26]"
90,poly,1000.0,1,2,50,"[40, 22, 7, 27]"
91,poly,1000.0,1,2,100,"[40, 22, 7, 27]"
92,poly,1000.0,1,2,150,"[41, 21, 8, 26]"
93,poly,1000.0,1,3,50,"[41, 21, 7, 27]"
94,poly,1000.0,1,3,100,"[41, 21, 7, 27]"
95,poly,1000.0,1,3,150,"[40, 22, 7, 27]"
96,rbf,1000.0,10.0,,50,"[41, 21, 8, 26]"
97,rbf,1000.0,10.0,,100,"[41, 21, 9, 25]"
98,rbf,1000.0,10.0,,150,"[41, 21, 11, 23]"
99,poly,1000.0,10.0,2,50,"[40, 22, 7, 27]"
100,poly,1000.0,10.0,2,100,"[40, 22, 7, 27]"
101,poly,1000.0,10.0,2,150,"[40, 22, 7, 27]"
102,poly,1000.0,10.0,3,50,"[41, 21, 7, 27]"
103,poly,1000.0,10.0,3,100,"[41, 21, 7, 27]"
104,poly,1000.0,10.0,3,150,"[40, 22, 7, 27]"
