,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
38,poly,1.0,10.0,2,150,"[47, 14, 13, 21]"
39,poly,1.0,10.0,3,50,"[43, 18, 13, 21]"
40,poly,1.0,10.0,3,100,"[43, 18, 13, 21]"
41,poly,1.0,10.0,3,150,"[43, 18, 12, 22]"
42,linear,10.0,,,50,"[48, 13, 10, 24]"
43,linear,10.0,,,100,"[48, 13, 10, 24]"
44,linear,10.0,,,150,"[48, 13, 10, 24]"
45,rbf,10.0,1,,50,"[45, 16, 13, 21]"
46,rbf,10.0,1,,100,"[46, 15, 13, 21]"
47,rbf,10.0,1,,150,"[46, 15, 12, 22]"
48,poly,10.0,1,2,50,"[46, 15, 12, 22]"
49,poly,10.0,1,2,100,"[46, 15, 12, 22]"
50,poly,10.0,1,2,150,"[46, 15, 12, 22]"
51,poly,10.0,1,3,50,"[43, 18, 13, 21]"
52,poly,10.0,1,3,100,"[43, 18, 13, 21]"
53,poly,10.0,1,3,150,"[43, 18, 12, 22]"
54,rbf,10.0,10.0,,50,"[46, 15, 13, 21]"
55,rbf,10.0,10.0,,100,"[46, 15, 13, 21]"
56,rbf,10.0,10.0,,150,"[46, 15, 12, 22]"
57,poly,10.0,10.0,2,50,"[42, 19, 13, 21]"
58,poly,10.0,10.0,2,100,"[41, 20, 13, 21]"
59,poly,10.0,10.0,2,150,"[42, 19, 12, 22]"
60,poly,10.0,10.0,3,50,"[43, 18, 13, 21]"
61,poly,10.0,10.0,3,100,"[43, 18, 13, 21]"
62,poly,10.0,10.0,3,150,"[43, 18, 12, 22]"
63,linear,100.0,,,50,"[48, 13, 10, 24]"
64,linear,100.0,,,100,"[48, 13, 10, 24]"
65,linear,100.0,,,150,"[48, 13, 10, 24]"
66,rbf,100.0,1,,50,"[45, 16, 13, 21]"
67,rbf,100.0,1,,100,"[46, 15, 13, 21]"
68,rbf,100.0,1,,150,"[46, 15, 12, 22]"
69,poly,100.0,1,2,50,"[46, 15, 13, 21]"
70,poly,100.0,1,2,100,"[45, 16, 13, 21]"
71,poly,100.0,1,2,150,"[47, 14, 13, 21]"
72,poly,100.0,1,3,50,"[43, 18, 13, 21]"
73,poly,100.0,1,3,100,"[43, 18, 13, 21]"
74,poly,100.0,1,3,150,"[43, 18, 12, 22]"
75,rbf,100.0,10.0,,50,"[46, 15, 13, 21]"
76,rbf,100.0,10.0,,100,"[46, 15, 13, 21]"
77,rbf,100.0,10.0,,150,"[46, 15, 12, 22]"
78,poly,100.0,10.0,2,50,"[41, 20, 12, 22]"
79,poly,100.0,10.0,2,100,"[41, 20, 12, 22]"
80,poly,100.0,10.0,2,150,"[41, 20, 11, 23]"
81,poly,100.0,10.0,3,50,"[43, 18, 13, 21]"
82,poly,100.0,10.0,3,100,"[43, 18, 13, 21]"
83,poly,100.0,10.0,3,150,"[43, 18, 12, 22]"
84,linear,1000.0,,,50,"[46, 15, 9, 25]"
85,linear,1000.0,,,100,"[47, 14, 10, 24]"
86,linear,1000.0,,,150,"[47, 14, 10, 24]"
87,rbf,1000.0,1,,50,"[45, 16, 13, 21]"
88,rbf,1000.0,1,,100,"[46, 15, 13, 21]"
89,rbf,1000.0,1,,150,"[46, 15, 12, 22]"
90,poly,1000.0,1,2,50,"[43, 18, 12, 22]"
91,poly,1000.0,1,2,100,"[40, 21, 11, 23]"
92,poly,1000.0,1,2,150,"[40, 21, 11, 23]"
93,poly,1000.0,1,3,50,"[43, 18, 13, 21]"
94,poly,1000.0,1,3,100,"[43, 18, 13, 21]"
95,poly,1000.0,1,3,150,"[43, 18, 12, 22]"
96,rbf,1000.0,10.0,,50,"[46, 15, 13, 21]"
97,rbf,1000.0,10.0,,100,"[46, 15, 13, 21]"
98,rbf,1000.0,10.0,,150,"[46, 15, 12, 22]"
99,poly,1000.0,10.0,2,50,"[42, 19, 12, 22]"
100,poly,1000.0,10.0,2,100,"[43, 18, 12, 22]"
101,poly,1000.0,10.0,2,150,"[43, 18, 12, 22]"
102,poly,1000.0,10.0,3,50,"[43, 18, 13, 21]"
103,poly,1000.0,10.0,3,100,"[43, 18, 13, 21]"
104,poly,1000.0,10.0,3,150,"[43, 18, 12, 22]"
