,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
0,linear,0.1,,,50,"[48, 13, 10, 24]"
1,linear,0.1,,,100,"[48, 13, 10, 24]"
2,linear,0.1,,,150,"[48, 13, 10, 24]"
3,rbf,0.1,1,,50,"[49, 12, 13, 21]"
4,rbf,0.1,1,,100,"[49, 12, 14, 20]"
5,rbf,0.1,1,,150,"[49, 12, 14, 20]"
6,poly,0.1,1,2,50,"[47, 14, 11, 23]"
7,poly,0.1,1,2,100,"[47, 14, 11, 23]"
8,poly,0.1,1,2,150,"[47, 14, 11, 23]"
9,poly,0.1,1,3,50,"[45, 16, 11, 23]"
10,poly,0.1,1,3,100,"[45, 16, 11, 23]"
11,poly,0.1,1,3,150,"[45, 16, 11, 23]"
12,rbf,0.1,10.0,,50,"[51, 10, 17, 17]"
13,rbf,0.1,10.0,,100,"[51, 10, 17, 17]"
14,rbf,0.1,10.0,,150,"[52, 9, 20, 14]"
15,poly,0.1,10.0,2,50,"[46, 15, 12, 22]"
16,poly,0.1,10.0,2,100,"[46, 15, 12, 22]"
17,poly,0.1,10.0,2,150,"[46, 15, 12, 22]"
18,poly,0.1,10.0,3,50,"[43, 18, 13, 21]"
19,poly,0.1,10.0,3,100,"[43, 18, 13, 21]"
20,poly,0.1,10.0,3,150,"[43, 18, 12, 22]"
21,linear,1.0,,,50,"[48, 13, 10, 24]"
22,linear,1.0,,,100,"[48, 13, 10, 24]"
23,linear,1.0,,,150,"[48, 13, 10, 24]"
24,rbf,1.0,1,,50,"[47, 14, 13, 21]"
25,rbf,1.0,1,,100,"[47, 14, 13, 21]"
26,rbf,1.0,1,,150,"[47, 14, 13, 21]"
27,poly,1.0,1,2,50,"[46, 15, 11, 23]"
28,poly,1.0,1,2,100,"[46, 15, 11, 23]"
29,poly,1.0,1,2,150,"[46, 15, 11, 23]"
30,poly,1.0,1,3,50,"[43, 18, 13, 21]"
31,poly,1.0,1,3,100,"[43, 18, 13, 21]"
32,poly,1.0,1,3,150,"[43, 18, 12, 22]"
33,rbf,1.0,10.0,,50,"[46, 15, 13, 21]"
34,rbf,1.0,10.0,,100,"[46, 15, 13, 21]"
35,rbf,1.0,10.0,,150,"[46, 15, 12, 22]"
36,poly,1.0,10.0,2,50,"[46, 15, 13, 21]"
37,poly,1.0,10.0,2,100,"[46, 15, 13, 21]"
