,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
88,rbf,1000.0,1,,100,"[52, 9, 8, 27]"
89,rbf,1000.0,1,,150,"[52, 9, 8, 27]"
90,poly,1000.0,1,2,50,"[52, 9, 7, 28]"
91,poly,1000.0,1,2,100,"[53, 8, 6, 29]"
92,poly,1000.0,1,2,150,"[53, 8, 5, 30]"
93,poly,1000.0,1,3,50,"[52, 9, 8, 27]"
94,poly,1000.0,1,3,100,"[52, 9, 8, 27]"
95,poly,1000.0,1,3,150,"[52, 9, 8, 27]"
96,rbf,1000.0,10.0,,50,"[52, 9, 11, 24]"
97,rbf,1000.0,10.0,,100,"[52, 9, 11, 24]"
98,rbf,1000.0,10.0,,150,"[52, 9, 11, 24]"
99,poly,1000.0,10.0,2,50,"[52, 9, 6, 29]"
100,poly,1000.0,10.0,2,100,"[53, 8, 6, 29]"
101,poly,1000.0,10.0,2,150,"[53, 8, 6, 29]"
102,poly,1000.0,10.0,3,50,"[52, 9, 8, 27]"
103,poly,1000.0,10.0,3,100,"[52, 9, 8, 27]"
104,poly,1000.0,10.0,3,150,"[52, 9, 8, 27]"
