,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[52, 9, 13, 21]"
1,300,10,"[52, 9, 12, 22]"
2,300,15,"[56, 5, 17, 17]"
3,500,5,"[52, 9, 13, 21]"
4,500,10,"[52, 9, 13, 21]"
5,500,15,"[56, 5, 17, 17]"
