,Gauss,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,1,"[16, 46, 2, 32]","[17, 44, 4, 31]","[39, 22, 6, 29]","[21, 40, 3, 32]","[32, 29, 7, 27]","[44, 17, 8, 26]","[43, 18, 4, 30]","[39, 22, 10, 24]","[42, 19, 7, 27]","[40, 21, 10, 24]"
1,0,"[47, 15, 7, 27]","[42, 19, 9, 26]","[42, 19, 8, 27]","[50, 11, 5, 30]","[46, 15, 5, 29]","[49, 12, 9, 25]","[48, 13, 5, 29]","[44, 17, 12, 22]","[49, 12, 7, 27]","[46, 15, 12, 22]"
