,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[47, 15, 8, 26]"
1,300,10,"[48, 14, 11, 23]"
2,300,15,"[49, 13, 12, 22]"
3,500,5,"[47, 15, 8, 26]"
4,500,10,"[48, 14, 8, 26]"
5,500,15,"[48, 14, 12, 22]"
