,Alpha,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,"[49, 13, 5, 29]","[47, 14, 9, 26]","[45, 16, 12, 23]","[54, 7, 9, 26]","[48, 13, 6, 28]","[50, 11, 13, 21]","[45, 16, 10, 24]","[51, 10, 14, 20]","[39, 22, 10, 24]","[44, 17, 9, 25]"
1,0.001,"[49, 13, 5, 29]","[48, 13, 9, 26]","[45, 16, 13, 22]","[54, 7, 9, 26]","[48, 13, 5, 29]","[50, 11, 12, 22]","[45, 16, 10, 24]","[52, 9, 14, 20]","[39, 22, 10, 24]","[44, 17, 9, 25]"
2,0.01,"[48, 14, 7, 27]","[48, 13, 9, 26]","[44, 17, 13, 22]","[54, 7, 7, 28]","[46, 15, 5, 29]","[49, 12, 12, 22]","[44, 17, 8, 26]","[51, 10, 13, 21]","[39, 22, 9, 25]","[44, 17, 9, 25]"
