,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
87,rbf,1000.0,1,,50,"[45, 16, 10, 24]"
88,rbf,1000.0,1,,100,"[47, 14, 10, 24]"
89,rbf,1000.0,1,,150,"[47, 14, 10, 24]"
90,poly,1000.0,1,2,50,"[43, 18, 5, 29]"
91,poly,1000.0,1,2,100,"[41, 20, 2, 32]"
92,poly,1000.0,1,2,150,"[41, 20, 3, 31]"
93,poly,1000.0,1,3,50,"[44, 17, 9, 25]"
94,poly,1000.0,1,3,100,"[45, 16, 10, 24]"
95,poly,1000.0,1,3,150,"[45, 16, 10, 24]"
96,rbf,1000.0,10.0,,50,"[47, 14, 11, 23]"
97,rbf,1000.0,10.0,,100,"[47, 14, 11, 23]"
98,rbf,1000.0,10.0,,150,"[47, 14, 10, 24]"
99,poly,1000.0,10.0,2,50,"[43, 18, 5, 29]"
100,poly,1000.0,10.0,2,100,"[41, 20, 2, 32]"
101,poly,1000.0,10.0,2,150,"[41, 20, 2, 32]"
102,poly,1000.0,10.0,3,50,"[44, 17, 10, 24]"
103,poly,1000.0,10.0,3,100,"[45, 16, 10, 24]"
104,poly,1000.0,10.0,3,150,"[44, 17, 10, 24]"
