,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
0,linear,0.1,,,50,"[44, 17, 13, 21]"
1,linear,0.1,,,100,"[44, 17, 12, 22]"
2,linear,0.1,,,150,"[44, 17, 12, 22]"
3,rbf,0.1,1,,50,"[46, 15, 14, 20]"
4,rbf,0.1,1,,100,"[46, 15, 16, 18]"
5,rbf,0.1,1,,150,"[46, 15, 14, 20]"
6,poly,0.1,1,2,50,"[45, 16, 13, 21]"
7,poly,0.1,1,2,100,"[45, 16, 13, 21]"
8,poly,0.1,1,2,150,"[45, 16, 13, 21]"
9,poly,0.1,1,3,50,"[44, 17, 12, 22]"
10,poly,0.1,1,3,100,"[43, 18, 11, 23]"
11,poly,0.1,1,3,150,"[44, 17, 12, 22]"
12,rbf,0.1,10.0,,50,"[52, 9, 24, 10]"
13,rbf,0.1,10.0,,100,"[52, 9, 24, 10]"
14,rbf,0.1,10.0,,150,"[52, 9, 24, 10]"
15,poly,0.1,10.0,2,50,"[44, 17, 13, 21]"
16,poly,0.1,10.0,2,100,"[44, 17, 13, 21]"
17,poly,0.1,10.0,2,150,"[44, 17, 13, 21]"
18,poly,0.1,10.0,3,50,"[43, 18, 11, 23]"
19,poly,0.1,10.0,3,100,"[43, 18, 11, 23]"
20,poly,0.1,10.0,3,150,"[43, 18, 11, 23]"
21,linear,1.0,,,50,"[44, 17, 12, 22]"
22,linear,1.0,,,100,"[44, 17, 12, 22]"
23,linear,1.0,,,150,"[44, 17, 12, 22]"
24,rbf,1.0,1,,50,"[45, 16, 12, 22]"
25,rbf,1.0,1,,100,"[45, 16, 12, 22]"
26,rbf,1.0,1,,150,"[45, 16, 12, 22]"
27,poly,1.0,1,2,50,"[45, 16, 13, 21]"
28,poly,1.0,1,2,100,"[45, 16, 13, 21]"
29,poly,1.0,1,2,150,"[45, 16, 13, 21]"
30,poly,1.0,1,3,50,"[44, 17, 11, 23]"
31,poly,1.0,1,3,100,"[44, 17, 11, 23]"
32,poly,1.0,1,3,150,"[44, 17, 11, 23]"
33,rbf,1.0,10.0,,50,"[44, 17, 12, 22]"
34,rbf,1.0,10.0,,100,"[44, 17, 12, 22]"
35,rbf,1.0,10.0,,150,"[44, 17, 12, 22]"
36,poly,1.0,10.0,2,50,"[44, 17, 12, 22]"
37,poly,1.0,10.0,2,100,"[44, 17, 12, 22]"
38,poly,1.0,10.0,2,150,"[44, 17, 12, 22]"
39,poly,1.0,10.0,3,50,"[43, 18, 11, 23]"
40,poly,1.0,10.0,3,100,"[43, 18, 11, 23]"
41,poly,1.0,10.0,3,150,"[43, 18, 11, 23]"
42,linear,10.0,,,50,"[44, 17, 12, 22]"
43,linear,10.0,,,100,"[44, 17, 12, 22]"
44,linear,10.0,,,150,"[44, 17, 12, 22]"
45,rbf,10.0,1,,50,"[44, 17, 12, 22]"
46,rbf,10.0,1,,100,"[44, 17, 12, 22]"
47,rbf,10.0,1,,150,"[44, 17, 12, 22]"
48,poly,10.0,1,2,50,"[44, 17, 13, 21]"
49,poly,10.0,1,2,100,"[44, 17, 13, 21]"
50,poly,10.0,1,2,150,"[44, 17, 13, 21]"
51,poly,10.0,1,3,50,"[43, 18, 11, 23]"
52,poly,10.0,1,3,100,"[43, 18, 11, 23]"
53,poly,10.0,1,3,150,"[43, 18, 11, 23]"
54,rbf,10.0,10.0,,50,"[44, 17, 12, 22]"
55,rbf,10.0,10.0,,100,"[44, 17, 12, 22]"
56,rbf,10.0,10.0,,150,"[44, 17, 12, 22]"
57,poly,10.0,10.0,2,50,"[44, 17, 12, 22]"
58,poly,10.0,10.0,2,100,"[44, 17, 12, 22]"
59,poly,10.0,10.0,2,150,"[44, 17, 12, 22]"
60,poly,10.0,10.0,3,50,"[43, 18, 11, 23]"
61,poly,10.0,10.0,3,100,"[43, 18, 11, 23]"
62,poly,10.0,10.0,3,150,"[43, 18, 11, 23]"
63,linear,100.0,,,50,"[44, 17, 12, 22]"
64,linear,100.0,,,100,"[44, 17, 12, 22]"
65,linear,100.0,,,150,"[44, 17, 12, 22]"
66,rbf,100.0,1,,50,"[44, 17, 12, 22]"
67,rbf,100.0,1,,100,"[44, 17, 12, 22]"
68,rbf,100.0,1,,150,"[44, 17, 12, 22]"
69,poly,100.0,1,2,50,"[44, 17, 12, 22]"
70,poly,100.0,1,2,100,"[44, 17, 12, 22]"
71,poly,100.0,1,2,150,"[44, 17, 12, 22]"
72,poly,100.0,1,3,50,"[43, 18, 11, 23]"
73,poly,100.0,1,3,100,"[43, 18, 11, 23]"
74,poly,100.0,1,3,150,"[43, 18, 11, 23]"
75,rbf,100.0,10.0,,50,"[44, 17, 12, 22]"
76,rbf,100.0,10.0,,100,"[44, 17, 12, 22]"
77,rbf,100.0,10.0,,150,"[44, 17, 12, 22]"
78,poly,100.0,10.0,2,50,"[44, 17, 12, 22]"
79,poly,100.0,10.0,2,100,"[44, 17, 12, 22]"
80,poly,100.0,10.0,2,150,"[44, 17, 12, 22]"
81,poly,100.0,10.0,3,50,"[43, 18, 11, 23]"
82,poly,100.0,10.0,3,100,"[43, 18, 11, 23]"
83,poly,100.0,10.0,3,150,"[43, 18, 11, 23]"
84,linear,1000.0,,,50,"[44, 17, 12, 22]"
85,linear,1000.0,,,100,"[44, 17, 12, 22]"
86,linear,1000.0,,,150,"[44, 17, 12, 22]"
87,rbf,1000.0,1,,50,"[44, 17, 12, 22]"
88,rbf,1000.0,1,,100,"[44, 17, 12, 22]"
89,rbf,1000.0,1,,150,"[44, 17, 12, 22]"
90,poly,1000.0,1,2,50,"[44, 17, 12, 22]"
91,poly,1000.0,1,2,100,"[44, 17, 12, 22]"
92,poly,1000.0,1,2,150,"[44, 17, 12, 22]"
93,poly,1000.0,1,3,50,"[43, 18, 11, 23]"
94,poly,1000.0,1,3,100,"[43, 18, 11, 23]"
95,poly,1000.0,1,3,150,"[43, 18, 11, 23]"
96,rbf,1000.0,10.0,,50,"[44, 17, 12, 22]"
97,rbf,1000.0,10.0,,100,"[44, 17, 12, 22]"
98,rbf,1000.0,10.0,,150,"[44, 17, 12, 22]"
99,poly,1000.0,10.0,2,50,"[44, 17, 12, 22]"
100,poly,1000.0,10.0,2,100,"[44, 17, 12, 22]"
101,poly,1000.0,10.0,2,150,"[44, 17, 12, 22]"
102,poly,1000.0,10.0,3,50,"[43, 18, 11, 23]"
103,poly,1000.0,10.0,3,100,"[43, 18, 11, 23]"
104,poly,1000.0,10.0,3,150,"[43, 18, 11, 23]"
